pharmacyID,pharmacyName,diseaseID,diseaseName,prescription_count_2021,prescription_count_2022
5659,"True Pill",29,Obesity,1,1
5683,"Med-X Drug",8,Autism,1,1
5683,"Med-X Drug",17,Depression,1,1
5683,"Med-X Drug",22,"Guillain–Barré syndrome",1,1
5683,"Med-X Drug",25,Lupus,1,1
5683,"Med-X Drug",31,"Panic disorder",1,1
5683,"Med-X Drug",38,"Thromboangiitis obliterans",1,1
5834,"Vista Pharmacy",19,"Diabetes mellitus type 2",1,1
5834,"Vista Pharmacy",33,Psoriasis,1,1
5866,Carepoint,6,Atherosclerosis,3,1
5866,Carepoint,7,"Attention deficit hyperactivity disorder",2,1
5866,Carepoint,22,"Guillain–Barré syndrome",2,1
5866,Carepoint,12,"Chronic fatigue syndrome",1,3
5866,Carepoint,9,"Autoimmune diseases",1,1
5866,Carepoint,15,"Coronary heart disease",1,1
5866,Carepoint,32,"Parkinson's disease",1,1
5904,Neighborcare,1,"Alzheimer's disease",1,1
5904,Neighborcare,3,"Anorexia nervosa",1,1
5904,Neighborcare,5,Asthma,1,1
5904,Neighborcare,15,"Coronary heart disease",1,1
5904,Neighborcare,16,Dementia,1,1
5904,Neighborcare,17,Depression,1,1
5904,Neighborcare,19,"Diabetes mellitus type 2",1,1
5904,Neighborcare,30,"Obsessive–compulsive disorder",1,1
5904,Neighborcare,40,Vasculitis,1,1
5929,"Alliance Community",36,Schizophrenia,2,3
5929,"Alliance Community",18,"Diabetes mellitus type 1",2,1
5929,"Alliance Community",9,"Autoimmune diseases",1,1
5929,"Alliance Community",19,"Diabetes mellitus type 2",1,1
5929,"Alliance Community",24,"Low back pain",1,1
5929,"Alliance Community",35,Sarcoidosis,1,1
5929,"Alliance Community",40,Vasculitis,1,1
5947,"Union Center Pharmacy",40,Vasculitis,1,2
5947,"Union Center Pharmacy",4,"Anxiety disorder",1,1
5947,"Union Center Pharmacy",19,"Diabetes mellitus type 2",1,1
5947,"Union Center Pharmacy",20,"Dilated cardiomyopathy",1,1
5947,"Union Center Pharmacy",38,"Thromboangiitis obliterans",1,1
5953,"Brennen Drugs Co",4,"Anxiety disorder",1,2
5953,"Brennen Drugs Co",9,"Autoimmune diseases",1,1
5953,"Brennen Drugs Co",17,Depression,1,1
5953,"Brennen Drugs Co",32,"Parkinson's disease",1,1
5960,CareFirst,30,"Obsessive–compulsive disorder",2,2
5960,CareFirst,18,"Diabetes mellitus type 1",1,1
5960,CareFirst,19,"Diabetes mellitus type 2",1,1
5976,"Pride Pharmacy",12,"Chronic fatigue syndrome",1,1
6004,"Longhorn Pharmacy",7,"Attention deficit hyperactivity disorder",1,1
6004,"Longhorn Pharmacy",27,"Multiple sclerosis",1,1
6004,"Longhorn Pharmacy",37,Stroke,1,1
6018,"Jack’s Discount Pharmacy",39,"Tourette syndrome",2,2
6018,"Jack’s Discount Pharmacy",38,"Thromboangiitis obliterans",1,4
6018,"Jack’s Discount Pharmacy",19,"Diabetes mellitus type 2",1,2
6018,"Jack’s Discount Pharmacy",30,"Obsessive–compulsive disorder",1,1
6018,"Jack’s Discount Pharmacy",34,"Rheumatoid arthritis",1,1
6029,"Northport Pharmacy",6,Atherosclerosis,1,1
6029,"Northport Pharmacy",9,"Autoimmune diseases",1,1
6029,"Northport Pharmacy",11,Cancer,1,1
6194,"Bartell Drugs",11,Cancer,1,1
6194,"Bartell Drugs",15,"Coronary heart disease",1,1
6194,"Bartell Drugs",25,Lupus,1,1
6194,"Bartell Drugs",28,"Myocardial infarction",1,1
6305,"First Pharmacy",14,"Crohn's disease",1,2
6330,"North East Pharmacy",14,"Crohn's disease",2,1
6330,"North East Pharmacy",6,Atherosclerosis,1,1
6330,"North East Pharmacy",9,"Autoimmune diseases",1,1
6330,"North East Pharmacy",15,"Coronary heart disease",1,1
6330,"North East Pharmacy",27,"Multiple sclerosis",1,1
6444,Postmeds,26,"Metabolic syndrome",3,1
6444,Postmeds,25,Lupus,2,1
6444,Postmeds,38,"Thromboangiitis obliterans",2,1
6444,Postmeds,40,Vasculitis,2,1
6444,Postmeds,22,"Guillain–Barré syndrome",1,2
6444,Postmeds,31,"Panic disorder",1,1
6444,Postmeds,36,Schizophrenia,1,1
6576,"Care Pharmacy",26,"Metabolic syndrome",2,3
6576,"Care Pharmacy",1,"Alzheimer's disease",1,2
6576,"Care Pharmacy",35,Sarcoidosis,1,2
6576,"Care Pharmacy",27,"Multiple sclerosis",1,1
6611,Medlife,14,"Crohn's disease",2,1
6611,Medlife,3,"Anorexia nervosa",1,2
6611,Medlife,2,"Amyotrophic lateral sclerosis",1,1
6611,Medlife,16,Dementia,1,1
6611,Medlife,20,"Dilated cardiomyopathy",1,1
6611,Medlife,30,"Obsessive–compulsive disorder",1,1
6674,"The Downtown Dispensary",36,Schizophrenia,1,2
6674,"The Downtown Dispensary",29,Obesity,1,1
6706,"Acculife Drug Stores",1,"Alzheimer's disease",1,2
6706,"Acculife Drug Stores",11,Cancer,1,1
6706,"Acculife Drug Stores",12,"Chronic fatigue syndrome",1,1
6706,"Acculife Drug Stores",40,Vasculitis,1,1
6717,"DFW Wellness",14,"Crohn's disease",1,2
6717,"DFW Wellness",11,Cancer,1,1
6717,"DFW Wellness",29,Obesity,1,1
6717,"DFW Wellness",31,"Panic disorder",1,1
6728,"GoGo Meds",19,"Diabetes mellitus type 2",1,1
6728,"GoGo Meds",24,"Low back pain",1,1
6728,"GoGo Meds",27,"Multiple sclerosis",1,1
6728,"GoGo Meds",30,"Obsessive–compulsive disorder",1,1
6840,"First Hill Pharmacy",38,"Thromboangiitis obliterans",1,2
6840,"First Hill Pharmacy",3,"Anorexia nervosa",1,1
6847,"Globe Pharmacy",13,"Chronic obstructive pulmonary disease",1,1
6847,"Globe Pharmacy",30,"Obsessive–compulsive disorder",1,1
6863,Wellcare,13,"Chronic obstructive pulmonary disease",2,1
6863,Wellcare,5,Asthma,1,1
6863,Wellcare,10,"Bipolar disorder",1,1
6863,Wellcare,26,"Metabolic syndrome",1,1
6863,Wellcare,28,"Myocardial infarction",1,1
6863,Wellcare,40,Vasculitis,1,1
6914,"Prescription Lifeline",36,Schizophrenia,2,2
6914,"Prescription Lifeline",20,"Dilated cardiomyopathy",1,2
6914,"Prescription Lifeline",7,"Attention deficit hyperactivity disorder",1,1
6914,"Prescription Lifeline",25,Lupus,1,1
6914,"Prescription Lifeline",26,"Metabolic syndrome",1,1
6914,"Prescription Lifeline",28,"Myocardial infarction",1,1
6914,"Prescription Lifeline",31,"Panic disorder",1,1
6914,"Prescription Lifeline",32,"Parkinson's disease",1,1
6914,"Prescription Lifeline",34,"Rheumatoid arthritis",1,1
6914,"Prescription Lifeline",35,Sarcoidosis,1,1
6931,Wellpharma,4,"Anxiety disorder",2,1
6931,Wellpharma,10,"Bipolar disorder",1,2
6931,Wellpharma,8,Autism,1,1
6931,Wellpharma,17,Depression,1,1
6931,Wellpharma,25,Lupus,1,1
6931,Wellpharma,36,Schizophrenia,1,1
6957,"Express Food & Pharmacy",24,"Low back pain",2,1
6957,"Express Food & Pharmacy",30,"Obsessive–compulsive disorder",2,1
6957,"Express Food & Pharmacy",33,Psoriasis,1,1
6957,"Express Food & Pharmacy",40,Vasculitis,1,1
6971,"Hearty Mart",23,"Irritable bowel syndrome",3,1
6971,"Hearty Mart",2,"Amyotrophic lateral sclerosis",1,1
6971,"Hearty Mart",20,"Dilated cardiomyopathy",1,1
6984,"Gateway Medical",8,Autism,1,1
6984,"Gateway Medical",9,"Autoimmune diseases",1,1
6984,"Gateway Medical",30,"Obsessive–compulsive disorder",1,1
6998,Healthlink,31,"Panic disorder",1,2
6998,Healthlink,8,Autism,1,1
6998,Healthlink,23,"Irritable bowel syndrome",1,1
6998,Healthlink,33,Psoriasis,1,1
7016,"Southside Family Pharmacy",27,"Multiple sclerosis",1,3
7016,"Southside Family Pharmacy",12,"Chronic fatigue syndrome",1,2
7016,"Southside Family Pharmacy",37,Stroke,1,1
7085,"Community Pharmacy",2,"Amyotrophic lateral sclerosis",2,1
7085,"Community Pharmacy",18,"Diabetes mellitus type 1",2,1
7182,"Health Hexa Drugs",24,"Low back pain",1,2
7182,"Health Hexa Drugs",30,"Obsessive–compulsive disorder",1,2
7182,"Health Hexa Drugs",15,"Coronary heart disease",1,1
7182,"Health Hexa Drugs",29,Obesity,1,1
7202,"Essura Pharmacy",9,"Autoimmune diseases",1,2
7202,"Essura Pharmacy",17,Depression,1,1
7357,MedShoppe,20,"Dilated cardiomyopathy",1,3
7357,MedShoppe,11,Cancer,1,2
7357,MedShoppe,19,"Diabetes mellitus type 2",1,1
7357,MedShoppe,25,Lupus,1,1
7435,"Good Life Rx",24,"Low back pain",1,1
7435,"Good Life Rx",30,"Obsessive–compulsive disorder",1,1
7448,"Central Drug Store",31,"Panic disorder",3,1
7448,"Central Drug Store",17,Depression,2,1
7448,"Central Drug Store",18,"Diabetes mellitus type 1",2,1
7448,"Central Drug Store",40,Vasculitis,1,2
7448,"Central Drug Store",13,"Chronic obstructive pulmonary disease",1,1
7448,"Central Drug Store",23,"Irritable bowel syndrome",1,1
7448,"Central Drug Store",26,"Metabolic syndrome",1,1
7448,"Central Drug Store",29,Obesity,1,1
7448,"Central Drug Store",36,Schizophrenia,1,1
7454,"The Pill Club",19,"Diabetes mellitus type 2",2,1
7454,"The Pill Club",6,Atherosclerosis,1,2
7454,"The Pill Club",13,"Chronic obstructive pulmonary disease",1,1
7454,"The Pill Club",39,"Tourette syndrome",1,1
7472,"Absolute Care",21,Epilepsy,1,2
7472,"Absolute Care",5,Asthma,1,1
7472,"Absolute Care",20,"Dilated cardiomyopathy",1,1
7472,"Absolute Care",22,"Guillain–Barré syndrome",1,1
7532,"Sure Save",9,"Autoimmune diseases",1,2
7532,"Sure Save",16,Dementia,1,1
7532,"Sure Save",20,"Dilated cardiomyopathy",1,1
7532,"Sure Save",39,"Tourette syndrome",1,1
7637,"City Drug",33,Psoriasis,2,1
7637,"City Drug",15,"Coronary heart disease",1,1
7637,"City Drug",28,"Myocardial infarction",1,1
7649,"Friends & Family Pharmacy",3,"Anorexia nervosa",2,1
7649,"Friends & Family Pharmacy",34,"Rheumatoid arthritis",2,1
7649,"Friends & Family Pharmacy",38,"Thromboangiitis obliterans",1,2
7649,"Friends & Family Pharmacy",30,"Obsessive–compulsive disorder",1,1
7683,Lifezest,2,"Amyotrophic lateral sclerosis",2,1
7683,Lifezest,13,"Chronic obstructive pulmonary disease",1,1
7683,Lifezest,33,Psoriasis,1,1
7683,Lifezest,40,Vasculitis,1,1
7701,Protowell,22,"Guillain–Barré syndrome",1,2
7701,Protowell,2,"Amyotrophic lateral sclerosis",1,1
7701,Protowell,6,Atherosclerosis,1,1
7701,Protowell,7,"Attention deficit hyperactivity disorder",1,1
7701,Protowell,20,"Dilated cardiomyopathy",1,1
7701,Protowell,21,Epilepsy,1,1
7701,Protowell,24,"Low back pain",1,1
7701,Protowell,26,"Metabolic syndrome",1,1
7701,Protowell,30,"Obsessive–compulsive disorder",1,1
7759,"Beyond Health",1,"Alzheimer's disease",2,2
7759,"Beyond Health",2,"Amyotrophic lateral sclerosis",1,1
7759,"Beyond Health",12,"Chronic fatigue syndrome",1,1
7759,"Beyond Health",27,"Multiple sclerosis",1,1
7759,"Beyond Health",36,Schizophrenia,1,1
7865,OptumRx,32,"Parkinson's disease",1,1
7887,"The Rx Advocates",19,"Diabetes mellitus type 2",2,1
7887,"The Rx Advocates",34,"Rheumatoid arthritis",2,1
7887,"The Rx Advocates",4,"Anxiety disorder",1,1
7887,"The Rx Advocates",9,"Autoimmune diseases",1,1
7887,"The Rx Advocates",13,"Chronic obstructive pulmonary disease",1,1
7887,"The Rx Advocates",15,"Coronary heart disease",1,1
7887,"The Rx Advocates",32,"Parkinson's disease",1,1
7985,Centrico,1,"Alzheimer's disease",1,1
7985,Centrico,2,"Amyotrophic lateral sclerosis",1,1
7985,Centrico,7,"Attention deficit hyperactivity disorder",1,1
7985,Centrico,34,"Rheumatoid arthritis",1,1
7985,Centrico,39,"Tourette syndrome",1,1
7999,"Cherry Street Pharmacy",8,Autism,1,1
7999,"Cherry Street Pharmacy",19,"Diabetes mellitus type 2",1,1
7999,"Cherry Street Pharmacy",29,Obesity,1,1
7999,"Cherry Street Pharmacy",32,"Parkinson's disease",1,1
8109,"Premier Long Term Care Pharm",8,Autism,2,1
8142,"RX Universal",12,"Chronic fatigue syndrome",2,1
8142,"RX Universal",25,Lupus,2,1
8142,"RX Universal",13,"Chronic obstructive pulmonary disease",1,2
8142,"RX Universal",10,"Bipolar disorder",1,1
8142,"RX Universal",18,"Diabetes mellitus type 1",1,1
8142,"RX Universal",23,"Irritable bowel syndrome",1,1
8142,"RX Universal",34,"Rheumatoid arthritis",1,1
8173,"Innovia Drug Stores",8,Autism,1,2
8184,Apotheco,27,"Multiple sclerosis",2,1
8184,Apotheco,23,"Irritable bowel syndrome",1,2
8184,Apotheco,28,"Myocardial infarction",1,2
8184,Apotheco,13,"Chronic obstructive pulmonary disease",1,1
8184,Apotheco,18,"Diabetes mellitus type 1",1,1
8184,Apotheco,34,"Rheumatoid arthritis",1,1
8265,"Pharmacy Alliance",2,"Amyotrophic lateral sclerosis",3,2
8265,"Pharmacy Alliance",15,"Coronary heart disease",1,1
8265,"Pharmacy Alliance",27,"Multiple sclerosis",1,1
8265,"Pharmacy Alliance",37,Stroke,1,1
8315,RefillWise,13,"Chronic obstructive pulmonary disease",1,2
8315,RefillWise,12,"Chronic fatigue syndrome",1,1
8315,RefillWise,19,"Diabetes mellitus type 2",1,1
8320,"Adams Drugs",2,"Amyotrophic lateral sclerosis",2,2
8320,"Adams Drugs",18,"Diabetes mellitus type 1",2,2
8320,"Adams Drugs",6,Atherosclerosis,1,2
8349,"Grand Medicine",23,"Irritable bowel syndrome",1,1
8349,"Grand Medicine",24,"Low back pain",1,1
8349,"Grand Medicine",26,"Metabolic syndrome",1,1
8404,"Atlas Drugs",22,"Guillain–Barré syndrome",2,2
8404,"Atlas Drugs",3,"Anorexia nervosa",1,1
8404,"Atlas Drugs",37,Stroke,1,1
8404,"Atlas Drugs",38,"Thromboangiitis obliterans",1,1
8442,"Wellman’s Pharmacy",6,Atherosclerosis,1,2
8442,"Wellman’s Pharmacy",18,"Diabetes mellitus type 1",1,2
8442,"Wellman’s Pharmacy",2,"Amyotrophic lateral sclerosis",1,1
8442,"Wellman’s Pharmacy",11,Cancer,1,1
8442,"Wellman’s Pharmacy",20,"Dilated cardiomyopathy",1,1
8442,"Wellman’s Pharmacy",33,Psoriasis,1,1
8549,"Cash Saver Pharmacy",4,"Anxiety disorder",2,1
8549,"Cash Saver Pharmacy",31,"Panic disorder",1,2
8549,"Cash Saver Pharmacy",29,Obesity,1,1
8594,"Right Drugs",9,"Autoimmune diseases",1,2
8594,"Right Drugs",8,Autism,1,1
8594,"Right Drugs",13,"Chronic obstructive pulmonary disease",1,1
8594,"Right Drugs",18,"Diabetes mellitus type 1",1,1
8594,"Right Drugs",28,"Myocardial infarction",1,1
8628,Zenrx,14,"Crohn's disease",1,1
8628,Zenrx,17,Depression,1,1
8628,Zenrx,19,"Diabetes mellitus type 2",1,1
8669,"Greensburg Family Pharmacy",35,Sarcoidosis,2,1
8669,"Greensburg Family Pharmacy",6,Atherosclerosis,1,2
8669,"Greensburg Family Pharmacy",7,"Attention deficit hyperactivity disorder",1,2
8669,"Greensburg Family Pharmacy",24,"Low back pain",1,1
8718,"Family Fare",14,"Crohn's disease",3,1
8718,"Family Fare",10,"Bipolar disorder",2,1
8718,"Family Fare",8,Autism,1,1
8718,"Family Fare",12,"Chronic fatigue syndrome",1,1
8718,"Family Fare",16,Dementia,1,1
8718,"Family Fare",25,Lupus,1,1
8718,"Family Fare",26,"Metabolic syndrome",1,1
8718,"Family Fare",38,"Thromboangiitis obliterans",1,1
8737,"RX Express",8,Autism,2,1
8737,"RX Express",24,"Low back pain",1,2
8737,"RX Express",23,"Irritable bowel syndrome",1,1
8737,"RX Express",35,Sarcoidosis,1,1
8737,"RX Express",38,"Thromboangiitis obliterans",1,1
8760,"Discount Drugs",16,Dementia,2,1
8760,"Discount Drugs",14,"Crohn's disease",1,2
8760,"Discount Drugs",26,"Metabolic syndrome",1,1
8760,"Discount Drugs",30,"Obsessive–compulsive disorder",1,1
8795,"Rejuvva Drugs",4,"Anxiety disorder",1,1
8795,"Rejuvva Drugs",7,"Attention deficit hyperactivity disorder",1,1
8795,"Rejuvva Drugs",23,"Irritable bowel syndrome",1,1
8795,"Rejuvva Drugs",28,"Myocardial infarction",1,1
8795,"Rejuvva Drugs",29,Obesity,1,1
8824,"Holloway Pharmacy",12,"Chronic fatigue syndrome",2,1
8824,"Holloway Pharmacy",39,"Tourette syndrome",2,1
8824,"Holloway Pharmacy",22,"Guillain–Barré syndrome",1,2
8824,"Holloway Pharmacy",3,"Anorexia nervosa",1,1
8824,"Holloway Pharmacy",8,Autism,1,1
8824,"Holloway Pharmacy",18,"Diabetes mellitus type 1",1,1
8824,"Holloway Pharmacy",24,"Low back pain",1,1
8824,"Holloway Pharmacy",27,"Multiple sclerosis",1,1
8829,"Lyfe Pharmacy",1,"Alzheimer's disease",2,1
8829,"Lyfe Pharmacy",14,"Crohn's disease",1,2
8829,"Lyfe Pharmacy",21,Epilepsy,1,1
8829,"Lyfe Pharmacy",27,"Multiple sclerosis",1,1
8852,"Envolve Health",23,"Irritable bowel syndrome",3,1
8852,"Envolve Health",7,"Attention deficit hyperactivity disorder",1,1
8852,"Envolve Health",9,"Autoimmune diseases",1,1
8852,"Envolve Health",11,Cancer,1,1
8852,"Envolve Health",14,"Crohn's disease",1,1
8891,Neighbors,6,Atherosclerosis,1,2
8891,Neighbors,13,"Chronic obstructive pulmonary disease",1,2
8891,Neighbors,17,Depression,1,1
8891,Neighbors,21,Epilepsy,1,1
8891,Neighbors,27,"Multiple sclerosis",1,1
8891,Neighbors,34,"Rheumatoid arthritis",1,1
8897,MedSavvy,35,Sarcoidosis,1,2
8897,MedSavvy,1,"Alzheimer's disease",1,1
8897,MedSavvy,6,Atherosclerosis,1,1
8897,MedSavvy,8,Autism,1,1
8897,MedSavvy,24,"Low back pain",1,1
8910,"Pure Care Pharmacy",26,"Metabolic syndrome",2,1
8910,"Pure Care Pharmacy",37,Stroke,2,1
8910,"Pure Care Pharmacy",38,"Thromboangiitis obliterans",1,1
8911,"Assured Rx",16,Dementia,2,1
8911,"Assured Rx",7,"Attention deficit hyperactivity disorder",1,1
8911,"Assured Rx",33,Psoriasis,1,1
8933,"Cashway Pharmacy",32,"Parkinson's disease",1,1
8933,"Cashway Pharmacy",33,Psoriasis,1,1
8933,"Cashway Pharmacy",37,Stroke,1,1
8933,"Cashway Pharmacy",38,"Thromboangiitis obliterans",1,1
8982,"Roosevelt Clinic",26,"Metabolic syndrome",2,1
8982,"Roosevelt Clinic",1,"Alzheimer's disease",1,1
8982,"Roosevelt Clinic",4,"Anxiety disorder",1,1
8982,"Roosevelt Clinic",11,Cancer,1,1
8982,"Roosevelt Clinic",19,"Diabetes mellitus type 2",1,1
8982,"Roosevelt Clinic",22,"Guillain–Barré syndrome",1,1
8982,"Roosevelt Clinic",37,Stroke,1,1
9010,"Pavilions Pharmacy",23,"Irritable bowel syndrome",1,1
9139,"Revco Discount Drugs",17,Depression,1,2
9139,"Revco Discount Drugs",40,Vasculitis,1,2
9139,"Revco Discount Drugs",4,"Anxiety disorder",1,1
9139,"Revco Discount Drugs",13,"Chronic obstructive pulmonary disease",1,1
9139,"Revco Discount Drugs",18,"Diabetes mellitus type 1",1,1
9169,"Lowry’s Prescriptions",31,"Panic disorder",1,3
9169,"Lowry’s Prescriptions",26,"Metabolic syndrome",1,2
9169,"Lowry’s Prescriptions",1,"Alzheimer's disease",1,1
9239,ScriptSave,4,"Anxiety disorder",1,2
9239,ScriptSave,18,"Diabetes mellitus type 1",1,1
9239,ScriptSave,36,Schizophrenia,1,1
9255,PrecisionMed,33,Psoriasis,2,1
9255,PrecisionMed,12,"Chronic fatigue syndrome",1,1
9255,PrecisionMed,13,"Chronic obstructive pulmonary disease",1,1
9296,"Gem Drugs",7,"Attention deficit hyperactivity disorder",2,1
9296,"Gem Drugs",1,"Alzheimer's disease",1,2
9296,"Gem Drugs",14,"Crohn's disease",1,2
9296,"Gem Drugs",3,"Anorexia nervosa",1,1
9296,"Gem Drugs",4,"Anxiety disorder",1,1
9296,"Gem Drugs",13,"Chronic obstructive pulmonary disease",1,1
9296,"Gem Drugs",19,"Diabetes mellitus type 2",1,1
9296,"Gem Drugs",24,"Low back pain",1,1
9296,"Gem Drugs",28,"Myocardial infarction",1,1
9296,"Gem Drugs",31,"Panic disorder",1,1
9296,"Gem Drugs",33,Psoriasis,1,1
9296,"Gem Drugs",34,"Rheumatoid arthritis",1,1
9296,"Gem Drugs",37,Stroke,1,1
9324,"Geneva Woods",21,Epilepsy,2,2
9324,"Geneva Woods",9,"Autoimmune diseases",1,1
9324,"Geneva Woods",22,"Guillain–Barré syndrome",1,1
9324,"Geneva Woods",30,"Obsessive–compulsive disorder",1,1
9324,"Geneva Woods",36,Schizophrenia,1,1
9325,"Sharp Specialty Pharmacy",1,"Alzheimer's disease",3,1
9325,"Sharp Specialty Pharmacy",12,"Chronic fatigue syndrome",1,1
9325,"Sharp Specialty Pharmacy",15,"Coronary heart disease",1,1
9325,"Sharp Specialty Pharmacy",36,Schizophrenia,1,1
9387,"Rocky’s Drug",12,"Chronic fatigue syndrome",2,2
9387,"Rocky’s Drug",34,"Rheumatoid arthritis",1,3
9387,"Rocky’s Drug",11,Cancer,1,2
9387,"Rocky’s Drug",4,"Anxiety disorder",1,1
9387,"Rocky’s Drug",17,Depression,1,1
9387,"Rocky’s Drug",21,Epilepsy,1,1
9403,"Pharmaca Integrative",20,"Dilated cardiomyopathy",2,1
9403,"Pharmaca Integrative",6,Atherosclerosis,1,1
9403,"Pharmaca Integrative",25,Lupus,1,1
9403,"Pharmaca Integrative",30,"Obsessive–compulsive disorder",1,1
9403,"Pharmaca Integrative",33,Psoriasis,1,1
9405,"Priority Pharmacy",4,"Anxiety disorder",3,1
9405,"Priority Pharmacy",2,"Amyotrophic lateral sclerosis",1,2
9405,"Priority Pharmacy",15,"Coronary heart disease",1,1
9405,"Priority Pharmacy",22,"Guillain–Barré syndrome",1,1
9405,"Priority Pharmacy",25,Lupus,1,1
9405,"Priority Pharmacy",28,"Myocardial infarction",1,1
9405,"Priority Pharmacy",29,Obesity,1,1
9517,"Pharmacy Partners",15,"Coronary heart disease",1,2
9517,"Pharmacy Partners",2,"Amyotrophic lateral sclerosis",1,1
9517,"Pharmacy Partners",16,Dementia,1,1
9517,"Pharmacy Partners",33,Psoriasis,1,1
9517,"Pharmacy Partners",38,"Thromboangiitis obliterans",1,1
9580,"Health Corner",9,"Autoimmune diseases",1,1
9580,"Health Corner",17,Depression,1,1
9580,"Health Corner",21,Epilepsy,1,1
9580,"Health Corner",38,"Thromboangiitis obliterans",1,1
9580,"Health Corner",40,Vasculitis,1,1
9645,"Frost Medical Pharmacy",7,"Attention deficit hyperactivity disorder",1,1
9645,"Frost Medical Pharmacy",18,"Diabetes mellitus type 1",1,1
9645,"Frost Medical Pharmacy",22,"Guillain–Barré syndrome",1,1
9645,"Frost Medical Pharmacy",32,"Parkinson's disease",1,1
9647,"Covenant Pharmacy",28,"Myocardial infarction",2,1
9647,"Covenant Pharmacy",4,"Anxiety disorder",1,1
9647,"Covenant Pharmacy",6,Atherosclerosis,1,1
9647,"Covenant Pharmacy",7,"Attention deficit hyperactivity disorder",1,1
9647,"Covenant Pharmacy",18,"Diabetes mellitus type 1",1,1
9659,"Express Scripts",26,"Metabolic syndrome",3,2
9659,"Express Scripts",7,"Attention deficit hyperactivity disorder",1,1
9659,"Express Scripts",13,"Chronic obstructive pulmonary disease",1,1
9659,"Express Scripts",19,"Diabetes mellitus type 2",1,1
9659,"Express Scripts",20,"Dilated cardiomyopathy",1,1
9659,"Express Scripts",31,"Panic disorder",1,1
9675,"Customceutical Compounding",24,"Low back pain",2,1
9675,"Customceutical Compounding",39,"Tourette syndrome",1,2
9675,"Customceutical Compounding",18,"Diabetes mellitus type 1",1,1
9675,"Customceutical Compounding",26,"Metabolic syndrome",1,1
9675,"Customceutical Compounding",30,"Obsessive–compulsive disorder",1,1
9675,"Customceutical Compounding",34,"Rheumatoid arthritis",1,1
9681,"Be Well",23,"Irritable bowel syndrome",2,1
9681,"Be Well",32,"Parkinson's disease",1,2
9681,"Be Well",20,"Dilated cardiomyopathy",1,1
9681,"Be Well",22,"Guillain–Barré syndrome",1,1
9681,"Be Well",36,Schizophrenia,1,1
9707,"Better You",26,"Metabolic syndrome",1,1
9790,"Wellness Craft",7,"Attention deficit hyperactivity disorder",4,1
9790,"Wellness Craft",15,"Coronary heart disease",2,3
9790,"Wellness Craft",18,"Diabetes mellitus type 1",1,3
9790,"Wellness Craft",31,"Panic disorder",1,2
9790,"Wellness Craft",24,"Low back pain",1,1
9790,"Wellness Craft",36,Schizophrenia,1,1
9790,"Wellness Craft",38,"Thromboangiitis obliterans",1,1
9790,"Wellness Craft",39,"Tourette syndrome",1,1
9800,"Maplewood Pharmacy",24,"Low back pain",2,1
9800,"Maplewood Pharmacy",22,"Guillain–Barré syndrome",1,1
9869,"Health Aura",4,"Anxiety disorder",2,1
9869,"Health Aura",22,"Guillain–Barré syndrome",1,2
9869,"Health Aura",11,Cancer,1,1
9869,"Health Aura",37,Stroke,1,1
9938,MedImpact,7,"Attention deficit hyperactivity disorder",1,1
9969,"Good Neighbor Pharmacy",34,"Rheumatoid arthritis",2,2
9969,"Good Neighbor Pharmacy",17,Depression,2,1
9969,"Good Neighbor Pharmacy",7,"Attention deficit hyperactivity disorder",1,1
9969,"Good Neighbor Pharmacy",18,"Diabetes mellitus type 1",1,1
9969,"Good Neighbor Pharmacy",35,Sarcoidosis,1,1
9999,"Planet Health",5,Asthma,1,1
9999,"Planet Health",23,"Irritable bowel syndrome",1,1
9999,"Planet Health",36,Schizophrenia,1,1
