diseaseID,planName,plan_claimed,Plan_Count
11,"Group Personal Accident",1,20
11,"Group Protect",1,21
11,"Group Saral Suraksha Bima-Care Health Insurance",1,22
11,"HDFC ERGO Group Health Insurance",1,23
11,"Health Prime -Rider for Health Products",1,24
11,"Health Pulse",1,25
11,"Health Shield 360",1,26
11,"Health Total",1,27
11,"Home Credit Assure Package Insurance",1,28
11,"Hospital Daily Cash -Group",1,29
11,"Income Protect",1,30
11,"International Travel Insurance",1,31
11,"IRCTC Air Care Policy",1,32
11,"Janata Personal Accident",1,33
11,"Kotak Group Health Assure",1,34
11,"Kotak Group Secure Shield - Micro Insurance",1,35
11,"Medi classic Insurance Policy (Individual)",1,36
11,"my: Sampoorna Suraksha",1,37
11,"my:health�Comprehensive Suraksha - Group",1,38
11,"my:health�Women Suraksha",1,39
11,"Navi Health",1,40
11,"Navi Health Group Personal Accident Insurance",1,41
11,"Navi Health Seasonal Byte",1,42
11,"Optima Restore",1,43
11,"Optional Travel Insurance for E-ticket passengers - IRCTC",1,44
11,"Optional Travel Insurance(GPA) for E-ticket Passengers of IRCTC",1,45
11,"Oriental - Critical illness policy",1,46
11,"Overseas Group Travel Insurance",1,47
11,"Personal Protect Policy",1,48
11,"Quick Health",1,49
11,"Rashtriya Swasthya Bima Yojana",1,50
11,"Silver Health",1,51
11,"Star Cardiac Care Insurance Policy- Platinum",1,52
11,"Star Super Surplus Insurance Policy",1,53
11,"Sukshma Hospi-Cash (Micro-Insurance Product)",1,54
11,"Sukshma Hospi-Cash Group (Micro-Insurance Product)",1,55
11,"Super No Claim Bonus Rider",1,56
11,"Super reload Rider",1,57
11,"Travel Assist Card�",1,58
11,"Travel Corona Protect- International (Group)",1,59
11,"Travel Insurance�",1,60
11,"Travel Prime Holiday Insurance Policy (Group)",1,61
11,Travelsure(Group),1,62
11,"UB Arogyadaan",1,63
11,"Voyager Travel Insurance (Group)",1,64
11,"Wellness Addon",1,65
11,"Welness Benefit Addon(Group)",1,66
11,"Young Star Insurance Policy",1,67
11,"Zero Co-Pay",1,68
11,"Saral Suraksha Bima",8,1
12,"Additional S.I. for Pandemic and epidemic Rider",1,1
12,"Arogya Raksha- Group Health Insurance Scheme",1,2
12,"Care Classic",1,3
12,"Chola Group Top Up Protect",1,4
12,"Chola Mashak (Mosquito) Rakshak-Group",1,5
12,"Corona Kavach Policy",1,6
12,"Diabetes Safe Insurance Policy",1,7
12,"Domestic Travel Insurance",1,8
12,"E Travel Value policy",1,9
12,"Easy Travel Group Travel Health�",1,10
12,Educare,1,11
12,"Family Health Optima�",1,12
12,"Family Shield",1,13
12,"Flexi Max Protect",1,14
12,"Future Health Protect � Group",1,15
12,"Future Vector Care�",1,16
12,"Group Arogya Sanjeevani Policy - Star Health and Allied Insurance Co Ltd",1,17
12,"Group Corona Kavach Policy",1,18
12,"Group Easy Travel Senior",1,19
12,"Group Protect",1,20
12,"Group Saral Suraksha Bima-Care Health Insurance",1,21
12,"Health Insurance Policy � Retail",1,22
12,"Health Prime (Group)",1,23
12,"Health Pulse",1,24
12,"Hospital Daily Cash -Group",1,25
12,"Income Protect",1,26
12,"Janata Personal Accident",1,27
12,"Kotak Group Accident Protect",1,28
12,"Kotak Group Accident Protect - Micro Insurance",1,29
12,"Kotak Group Health Assure",1,30
12,"Kotak Group Secure Shield",1,31
12,"M Care�",1,32
12,"Maha Bank Swasthya Yojana (Group Health Insurance Scheme)",1,33
12,"Medi classic Insurance Policy (Individual)",1,34
12,"Navi Health",1,35
12,"Navi Health Group HospiCash",1,36
12,"Navi Health Group Insurance",1,37
12,"Navi Health Group Personal Accident Insurance",1,38
12,"Navi Health Group Seasonal Byte",1,39
12,"Navi Health Group Travel Insurance",1,40
12,"Oriental Insurance Bank Saathi Policy- Group",1,41
12,"Personal Care Insurance Policy",1,42
12,"Pravasi Bharatiya Bima Yojana Policy�",1,43
12,"Rashtriya Swasthya Bima Yojana",1,44
12,"Ride Safe Travel Insurance",1,45
12,"Sarv Suraksha Plus (Group)",1,46
12,"Smart Health + (Add-On)",1,47
12,"Star Group Covid Insurance Policy",1,48
12,"Star Group Health Insurance Policy � Gold (For Bank Customers)",1,49
12,"Star Super Surplus Insurance Policy",1,50
12,"Student Suraksha- Student Overseas Travel",1,51
12,"Sukshma Hospi-Cash Group (Micro-Insurance Product)",1,52
12,"Super No Claim Bonus Rider",1,53
12,"Super reload Rider",1,54
12,"Swasthya Suraksha",1,55
12,"Travel Corona Protect- International (Group)",1,56
12,"Travel Elect (Group)",1,57
12,"Travel Insurance�",1,58
12,"Travel Prime Holiday Insurance Policy (Group)",1,59
12,TravelAssure,1,60
12,"UB Arogyadaan",1,61
12,"Young Star Insurance Policy",1,62
12,"Group Credit Secure Plus",6,1
13,"Additional S.I. for Pandemic and epidemic Rider",1,1
13,"Arogya Premier Policy",1,2
13,"Arogya Sanjeevani Policy",1,3
13,"Care Plus",1,4
13,"Chola Mashak (Mosquito) Rakshak-Group",1,5
13,"Corona Kavach Policy",1,6
13,"Diabetes Safe Insurance Policy",1,7
13,"Digit Group Total Protect Policy",1,8
13,"E Travel Value policy",1,9
13,"Easy Travel",1,10
13,"Easy Travel Group Travel Health�",1,11
13,"Edelweiss HealthPlus Policy",1,12
13,"Family Care",1,13
13,"Family Medicare Policy",1,14
13,"Globetrotter - Overseas Individual Student Travel Insurance",1,15
13,"Grameen Care Plus - Micro Insurance Product",1,16
13,"Group Corona Kavach Policy",1,17
13,"Group Loan Bima",1,18
13,"Group Loan Insurance",1,19
13,"Group Travel Insurance",1,20
13,"HDFC ERGO Group Health Insurance",1,21
13,"Health Pulse",1,22
13,"Health Recharge�",1,23
13,"Health Shield 360",1,24
13,"Home Care Treatment",1,25
13,"Kotak Accident Care",1,26
13,"Kotak Group Health Assure",1,27
13,"Kotak Group Secure Shield - Micro Insurance",1,28
13,"Kotak Secure Shield",1,29
13,"M Care (Group)",1,30
13,"M Care�",1,31
13,"my:health�Critical Illness (Add On)",1,32
13,"my:health�Critical Suraksha Plus",1,33
13,"my:health�Women Suraksha",1,34
13,"Navi Health Group Personal Accident Insurance",1,35
13,"Navi Health HospiCash",1,36
13,"Optima Restore",1,37
13,"Oriental - Critical illness policy",1,38
13,"Saral Suraksha Bima-Group",1,39
13,"Sarv Suraksha Plus (Group)",1,40
13,"Star Group Covid Insurance Policy",1,41
13,"Sukshma Hospi-Cash Group (Micro-Insurance Product)",1,42
13,"Super reload Rider",1,43
13,"Surakshit Loan Bima",1,44
13,"Swasthya Suraksha",1,45
13,"Tata AIG Criti- Medicare",1,46
13,"Travel Insurance for E- ticket Passengers-For(IRCTC)",1,47
13,"Travel Prime Policy",1,48
13,"UB Arogyadaan",1,49
13,"Unlimited Restore (Add On )",1,50
13,"�Arogya Plus Policy",1,51
13,"Globetrotter - Overseas Group Travel Insurance",5,1
13,"Travel Elect (Group)",5,2
14,"Alpa Bima � Group",1,1
14,"Arogya Raksha- Group Health Insurance Scheme",1,2
14,"Arogya Sanjeevani",1,3
14,"Arogya Sanjeevani Policy",1,4
14,"Bharat Yatra Suraksha",1,5
14,"Bharat Yatra Suraksha Group",1,6
14,"Care Classic",1,7
14,"Care Plus",1,8
14,"Chola Group EMI Protect",1,9
14,"Chola Group Top Up Protect",1,10
14,"Chola Mashak (Mosquito) Rakshak-Group",1,11
14,"Digit Group Total Protect Policy",1,12
14,"Digit On -the- Move Group Policy",1,13
14,"Easy Travel",1,14
14,"Family Shield",1,15
14,"Future Criticare",1,16
14,"Future Poorna Suraksha � Group",1,17
14,"Globetrotter - Overseas Group Travel Insurance",1,18
14,"Grameen Care Plus - Micro Insurance Product",1,19
14,"Group Arogya Sanjeevani Policy - Star Health and Allied Insurance Co Ltd",1,20
14,"Group Credit Protection Policy",1,21
14,"Group Protect",1,22
14,"Group Safeguard Insurance",1,23
14,"Group Saral Suraksha Bima-Care Health Insurance",1,24
14,"Health Plus",1,25
14,"Health Prime -Rider for Health Products",1,26
14,"Health Shield 360",1,27
14,"Home Care Treatment",1,28
14,"Hospital Daily Cash -Group",1,29
14,"Income Protect",1,30
14,"Janata Personal Accident",1,31
14,"Kotak Accident Care",1,32
14,"Kotak Group Accident Protect",1,33
14,"Kotak Group Secure Shield - Micro Insurance",1,34
14,"Kotak Secure Shield",1,35
14,"Maha Bank Swasthya Yojana (Group Health Insurance Scheme)",1,36
14,"Medi classic Insurance Policy (Individual)",1,37
14,"my: health medisure Super Topup",1,38
14,"my:health�Comprehensive Suraksha - Group",1,39
14,"my:health�Critical Illness (Add On)",1,40
14,"Navi Cure",1,41
14,"Navi Health Group Critical Illness Insurance",1,42
14,"Navi Health Group Seasonal Byte",1,43
14,"Navi Health Group Travel Insurance",1,44
14,"Navi Health Super Top Up",1,45
14,"Overseas Group Travel Insurance",1,46
14,"Pravasi Bharatiya Bima Yojana Policy�",1,47
14,"Pravasi Bhartiya Bima Yojana",1,48
14,"Quick Health",1,49
14,"Saral Suraksha Bima-Group",1,50
14,"Star Cancer Care Platinum Insurance Policy",1,51
14,"Star Cardiac Care Insurance Policy",1,52
14,"Star Group Health Insurance Policy � Gold (For Bank Customers)",1,53
14,"Super No Claim Bonus Rider",1,54
14,"Super Top-up Medicare Policy",1,55
14,"Travel Insurance�",1,56
14,"Travel Prime Holiday Insurance Policy (Group)",1,57
14,"Travel Prime Policy",1,58
14,Travelsure(Group),1,59
14,"Voyager Travel Insurance (Group)",1,60
14,"Wellness Addon",1,61
14,"Saral Suraksha Bima",6,1
15,"Additional S.I. for Pandemic and epidemic Rider",1,1
15,"Alpa Bima � Group",1,2
15,"Arogya Sanjeevani",1,3
15,"Arogya Sanjeevani Policy",1,4
15,"Arogya Supreme",1,5
15,"Bharat Yatra Suraksha Group",1,6
15,"BoB National Health Policy",1,7
15,"Diabetes Safe Insurance Policy",1,8
15,"Digit On -the- Move Group Policy",1,9
15,"Domestic Travel Insurance",1,10
15,"E Travel Value policy",1,11
15,"Easy Travel",1,12
15,"Edelweiss HealthPlus Policy",1,13
15,Educare,1,14
15,"Family Health Optima�",1,15
15,"Family Medicare Policy",1,16
15,"Future Vector Care (Group)",1,17
15,"Future Vector Care�",1,18
15,"Globetrotter - Overseas Group Travel Insurance",1,19
15,"Group Credit Health Policy",1,20
15,"Group Hospi Shield",1,21
15,"Group Loan Insurance",1,22
15,"Group Personal Accident",1,23
15,"Group Travel Insurance",1,24
15,"HDFC ERGO Group Health Insurance",1,25
15,"Health Booster",1,26
15,"Health Plus",1,27
15,"Health Pulse",1,28
15,"Health Recharge�",1,29
15,"Home Care Treatment",1,30
15,"Income Protect",1,31
15,"Kotak Group Accident Protect",1,32
15,"Kotak Group Secure Shield - Micro Insurance",1,33
15,"my: health medisure Super Topup",1,34
15,"my:credit�Comprehensive Suraksha",1,35
15,"my:health�Critical Illness (Add On)",1,36
15,"my:health�Women Suraksha",1,37
15,"Navi Health Group Personal Accident Insurance",1,38
15,"Navi Health HospiCash",1,39
15,"Navi Health Seasonal Byte",1,40
15,"Navi Health Super Top Up",1,41
15,"Optima Restore",1,42
15,"Optional Travel Insurance(GPA) for E-ticket Passengers of IRCTC",1,43
15,"Oriental Insurance Bank Saathi Policy- Group",1,44
15,"Pravasi Bharatiya Bima Yojana Policy�",1,45
15,"Pravasi Bhartiya Bima Yojana",1,46
15,"Rashtriya Swasthya Bima Yojana",1,47
15,"Ride Safe Travel Insurance",1,48
15,"Smart Health + (Add-On)",1,49
15,"Star Comprehensive Insurance Policy",1,50
15,"Star Group Critical Illness Multipay Insurance Policy",1,51
15,"Star Super Surplus Insurance Policy",1,52
15,"Sukshma Hospi-Cash Group (Micro-Insurance Product)",1,53
15,"Super No Claim Bonus Rider",1,54
15,"Surakshit Loan Bima",1,55
15,"Travel Assist Card�",1,56
15,Travelsure(Group),1,57
15,"Unlimited Restore (Add On )",1,58
15,"Young Star Insurance Policy",1,59
15,"�Arogya Top up Policy",1,60
15,"Saral Suraksha Bima",11,1
16,"Alpa Bima � Group",1,1
16,"Arogya Premier Policy",1,2
16,"Arogya Sanjeevani",1,3
16,"Arogya Sanjeevani Policy",1,4
16,"Arogya Supreme",1,5
16,"Bharat Yatra Suraksha Group",1,6
16,"Care Plus",1,7
16,"Chola Group Top Up Protect",1,8
16,"Domestic Travel Insurance",1,9
16,"Easy Travel",1,10
16,"Easy Travel Group Travel Health�",1,11
16,"Family Care",1,12
16,"Family Health Optima�",1,13
16,"Flexi Health Protect(Group)",1,14
16,"Future Hospicash",1,15
16,"Group Business Travelers Insurance Policy",1,16
16,"Group Credit Secure Plus",1,17
16,"Group Loan Bima",1,18
16,"Group Personal Accident",1,19
16,"Group Saral Suraksha Bima-Care Health Insurance",1,20
16,"Group Travel Insurance",1,21
16,"HDFC ERGO Group Health Insurance",1,22
16,"Health Booster",1,23
16,"Health Plus",1,24
16,"Health Prime (Group)",1,25
16,"Home Care Treatment",1,26
16,"ICICI LOMBARD COMPLETE HEALTH INSURANCE",1,27
16,"Janata Personal Accident",1,28
16,"Kotak Accident Care",1,29
16,"Kotak Group Accident Protect",1,30
16,"Kotak Group Health Assure",1,31
16,"Kotak Secure Shield",1,32
16,"M Care (Group)",1,33
16,"Mosquito Disease Protection Policy � Group",1,34
16,"my: health medisure Super Topup",1,35
16,"Navi Health",1,36
16,"Navi Health Group HospiCash",1,37
16,"Navi Health Group Seasonal Byte",1,38
16,"Navi Health Group Travel Insurance",1,39
16,"Navi Health Seasonal Byte",1,40
16,"Optional travel insurance for E-ticket passengers",1,41
16,"Overseas Group Travel Insurance",1,42
16,"Pravasi Bhartiya Bima Yojana",1,43
16,"Smart Health + (Add-On)",1,44
16,"Star Cancer Care Platinum Insurance Policy",1,45
16,"Star Cardiac Care Insurance Policy",1,46
16,"Star Critical Illness Multipay Insurance Policy",1,47
16,"Star Group Critical Illness Multipay Insurance Policy",1,48
16,"Star Super Surplus Insurance Policy",1,49
16,"Student Suraksha- Student Overseas Travel",1,50
16,"Sukshma Hospi-Cash Group (Micro-Insurance Product)",1,51
16,"Super reload Rider",1,52
16,"Super Top-up Medicare Policy",1,53
16,"Travel Corona Protect- International (Group)",1,54
16,"Travel Insurance for E- ticket Passengers-For(IRCTC)",1,55
16,Travelsure(Group),1,56
16,"Unlimited Restore (Add On )",1,57
16,"Wellness Addon",1,58
16,"�Arogya Plus Policy",1,59
16,"Saral Suraksha Bima",8,1
17,"Alpa Bima � Group",1,1
17,"Arogya Premier Policy",1,2
17,"Chola Mashak (Mosquito) Rakshak-Group",1,3
17,"Corona Kavach Policy",1,4
17,"Criti Shield Plus",1,5
17,"Digit On -the- Move Group Policy",1,6
17,"E Travel Value policy",1,7
17,"Easy Travel Group Travel Health�",1,8
17,"Edelweiss HealthPlus Policy",1,9
17,"Family Health Optima Accident Care Policy",1,10
17,"Family Health Optima Insurance Plan",1,11
17,"Future Criticare",1,12
17,"Future Health Protect � Group",1,13
17,"Future Vector Care (Group)",1,14
17,"Group Arogya Sanjeevani Policy - Star Health and Allied Insurance Co Ltd",1,15
17,"Group Business Travelers Insurance Policy",1,16
17,"Group Credit Health Policy",1,17
17,"Group Loan Insurance",1,18
17,"Group Safeguard Insurance",1,19
17,"Health Prime -Rider for Health Products",1,20
17,"Health Pulse",1,21
17,"Health Recharge�",1,22
17,"Home Credit Assure Package Insurance",1,23
17,"Hospital Daily Cash -Group",1,24
17,"ICICI LOMBARD COMPLETE HEALTH INSURANCE",1,25
17,"International Travel Insurance",1,26
17,"Kotak Accident Care",1,27
17,"Kotak Group Accident Protect",1,28
17,"Kotak Group Accident Protect - Micro Insurance",1,29
17,"Kotak Group Health Assure",1,30
17,"Kotak Group Secure Shield",1,31
17,"Kotak Group Secure Shield - Micro Insurance",1,32
17,"M Care�",1,33
17,"Maha Bank Swasthya Yojana (Group Health Insurance Scheme)",1,34
17,"my: Optima Secure",1,35
17,"my:health�Critical Suraksha Plus",1,36
17,"my:health�Women Suraksha",1,37
17,"Navi Health CritiCare",1,38
17,"Navi Health Group Critical Surgery",1,39
17,"Navi Health Group HospiCash",1,40
17,"Navi Health Group Seasonal Byte",1,41
17,"Navi Health HospiCash",1,42
17,"Oriental Insurance Bank Saathi Policy- Group",1,43
17,"Personal Care Insurance Policy",1,44
17,"Pravasi Bharatiya Bima Yojana Policy�",1,45
17,"Pravasi Bhartiya Bima Yojana",1,46
17,"Silver Health",1,47
17,"Star Comprehensive Insurance Policy",1,48
17,"Star Super Surplus (Floater) Insurance Policy",1,49
17,"Star Super Surplus Insurance Policy",1,50
17,"Student Suraksha- Student Overseas Travel",1,51
17,"Sukshma Hospi-Cash (Micro-Insurance Product)",1,52
17,"Sukshma Hospi-Cash Group (Micro-Insurance Product)",1,53
17,"Super reload Rider",1,54
17,"Tata AIG Criti- Medicare",1,55
17,"Travel Corona Protect- International (Group)",1,56
17,"Travel Elect (Group)",1,57
17,TravelAssure,1,58
17,Travelsure(Group),1,59
17,"UB Arogyadaan",1,60
17,"Unlimited Restore (Add On )",1,61
17,"Wellness Addon",1,62
17,"�Arogya Top up Policy",1,63
17,"Domestic Travel Insurance",5,1
17,"Optional Travel Insurance for E-ticket passengers - IRCTC",5,2
17,"Saral Suraksha Bima",5,3
18,"Additional S.I. for Pandemic and epidemic Rider",1,1
18,"Arogya Premier Policy",1,2
18,"Arogya Raksha- Group Health Insurance Scheme",1,3
18,"Arogya Shield",1,4
18,"Arogya Supreme",1,5
18,"Bajaj Allianz Bharat Bhraman Insurance Policy",1,6
18,"Bharat Yatra Suraksha Group",1,7
18,"Criti Shield Plus",1,8
18,"Digit Group Total Protect Policy",1,9
18,"Easy Travel Group Travel Health�",1,10
18,"Edelweiss HealthPlus Policy",1,11
18,Educare,1,12
18,"Family Shield",1,13
18,"Future Poorna Suraksha � Group",1,14
18,"Future Vector Care (Group)",1,15
18,"Future Vector Care�",1,16
18,"Group Business Travelers Insurance Policy",1,17
18,"Group Credit Health Policy",1,18
18,"Group Credit Protection Policy",1,19
18,"Group Hospital Cash Policy",1,20
18,"Group Loan Bima",1,21
18,"Group Personal Accident",1,22
18,"Group Saral Suraksha Bima-Care Health Insurance",1,23
18,"Health Booster",1,24
18,"Health Shield 360",1,25
18,"Home Care Treatment",1,26
18,"Hospital Daily Cash -Group",1,27
18,"ICICI LOMBARD COMPLETE HEALTH INSURANCE",1,28
18,"Janata Personal Accident",1,29
18,"Kotak Accident Care",1,30
18,"Kotak Group Accident Protect",1,31
18,"Kotak Group Health Assure",1,32
18,"Kotak Group Secure Shield - Micro Insurance",1,33
18,"Loan Secure Insurance Policy",1,34
18,"my: Optima Secure",1,35
18,"my:health�Critical Illness (Add On)",1,36
18,"my:health�Women Suraksha",1,37
18,"Navi Health",1,38
18,"Navi Health CritiCare",1,39
18,"Navi Health Group Critical Surgery",1,40
18,"Navi Health Group Seasonal Byte",1,41
18,"Optima Restore",1,42
18,"Optional Travel Insurance(GPA) for E-ticket Passengers of IRCTC",1,43
18,"Oriental - Critical illness policy",1,44
18,"Overseas Group Travel Insurance",1,45
18,"Quick Health",1,46
18,"Sarv Suraksha Plus (Group)",1,47
18,"Smart Health + (Add-On)",1,48
18,"Star Critical Illness Multipay Insurance Policy",1,49
18,"Star Group Health Insurance Policy � Gold (For Bank Customers)",1,50
18,"Star Super Surplus Insurance Policy",1,51
18,"Sukshma Hospi-Cash (Micro-Insurance Product)",1,52
18,"Sukshma Hospi-Cash Group (Micro-Insurance Product)",1,53
18,"Super No Claim Bonus Rider",1,54
18,"Super Top-up Medicare Policy",1,55
18,"Tele OPD Consultation Rider",1,56
18,"Travel Corona Protect- International (Group)",1,57
18,"Travel Insurance for E- ticket Passengers-For(IRCTC)",1,58
18,"Travel Prime Holiday Insurance Policy (Group)",1,59
18,"Travel Prime Policy",1,60
18,Travelsure(Group),1,61
18,"UB Arogyadaan",1,62
18,"Unlimited Restore (Add On )",1,63
18,"Zero Co-Pay",1,64
18,"�Arogya Top up Policy",1,65
18,"Saral Suraksha Bima",8,1
19,"Alpa Bima � Group",1,1
19,"Arogya Premier Policy",1,2
19,"Arogya Raksha- Group Health Insurance Scheme",1,3
19,"Arogya Sanjeevani Policy",1,4
19,"Diabetes Safe Insurance Policy",1,5
19,"Domestic Travel Insurance",1,6
19,Educare,1,7
19,"Family Care",1,8
19,"Family Health Optima Accident Care Policy",1,9
19,"Flexi Health Protect(Group)",1,10
19,"Flexi Max Protect",1,11
19,"Future Criticare",1,12
19,"Future Vector Care (Group)",1,13
19,"Group Credit Health Policy",1,14
19,"Group Hospi Shield",1,15
19,"Group Personal Accident",1,16
19,"Group Safeguard Insurance",1,17
19,"Group Safeguard Micro Insurance",1,18
19,"Group Saral Suraksha Bima-Care Health Insurance",1,19
19,"Health Plus",1,20
19,"Health Prime -Rider for Health Products",1,21
19,"Health Pulse",1,22
19,"Home Care Treatment",1,23
19,"International Travel Insurance",1,24
19,"Kotak Group Accident Protect",1,25
19,"Kotak Group Secure Shield - Micro Insurance",1,26
19,"M Care�",1,27
19,"Medi classic Insurance Policy (Individual)",1,28
19,"my: health medisure Super Topup",1,29
19,"my: Optima Secure",1,30
19,"my:health�Critical Illness (Add On)",1,31
19,"my:health�Women Suraksha",1,32
19,"Navi Health Accident",1,33
19,"Navi Health Group Critical Surgery",1,34
19,"Navi Health Group Insurance",1,35
19,"Navi Health Group Personal Accident Insurance",1,36
19,"Navi Health HospiCash",1,37
19,"Optional travel insurance for E-ticket passengers",1,38
19,"Optional Travel Insurance for E-ticket passengers - IRCTC",1,39
19,"Optional Travel Insurance(GPA) for E-ticket Passengers of IRCTC",1,40
19,"Oriental - Critical illness policy",1,41
19,"Oriental Insurance Bank Saathi Policy- Group",1,42
19,"Personal Care Insurance Policy",1,43
19,"Personal Protect Policy",1,44
19,"Pravasi Bhartiya Bima Yojana",1,45
19,"Ride Safe Travel Insurance",1,46
19,"Silver Health",1,47
19,"Star Cancer Care Platinum Insurance Policy",1,48
19,"Star Cardiac Care Insurance Policy- Platinum",1,49
19,"Star Micro Rural and Farmers Care",1,50
19,"Super No Claim Bonus Rider",1,51
19,"Super reload Rider",1,52
19,"Super Top-up Medicare Policy",1,53
19,"Travel Corona Protect- International (Group)",1,54
19,"Travel Prime Holiday Insurance Policy (Group)",1,55
19,TravelAssure,1,56
19,"Voyager Travel Insurance (Group)",1,57
19,"Welness Benefit Addon(Group)",1,58
19,"�Arogya Top up Policy",1,59
19,"Saral Suraksha Bima",9,1
20,"Additional S.I. for Pandemic and epidemic Rider",1,1
20,"Alpa Bima � Group",1,2
20,"Arogya Raksha- Group Health Insurance Scheme",1,3
20,"Arogya Sanjeevani Policy",1,4
20,"Arogya Shield",1,5
20,"Bajaj Allianz Bharat Bhraman Insurance Policy",1,6
20,"Care Classic",1,7
20,"Chola Group Top Up Protect",1,8
20,"Digit Group Total Protect Policy",1,9
20,"E Travel Value policy",1,10
20,"Easy Travel Group Travel Health�",1,11
20,Educare,1,12
20,"Family Health Optima Insurance Plan",1,13
20,"Family Health Optima�",1,14
20,"Family Shield",1,15
20,"Future Criticare",1,16
20,"Future Health Protect � Group",1,17
20,"Grameen Care Plus - Micro Insurance Product",1,18
20,"Group Corona Kavach Policy",1,19
20,"Group Credit Health Policy",1,20
20,"Group Credit Protection Policy",1,21
20,"Group Easy Travel Senior",1,22
20,"Group Hospital Cash Policy",1,23
20,"Group Protect",1,24
20,"Group Safeguard Insurance",1,25
20,"Group Saral Suraksha Bima-Care Health Insurance",1,26
20,"Group Travel Insurance",1,27
20,"HDFC ERGO Group Health Insurance",1,28
20,"Health Prime -Rider for Health Products",1,29
20,"Health Prime (Group)",1,30
20,"Home Care Treatment",1,31
20,"Home Credit Assure Package Insurance",1,32
20,"Kotak Accident Care",1,33
20,"Kotak Group Accident Protect",1,34
20,"Kotak Group Health Assure",1,35
20,"Kotak Secure Shield",1,36
20,"M Care (Group)",1,37
20,"M Care�",1,38
20,"my: health medisure Super Topup",1,39
20,"my: Optima Secure",1,40
20,"my: Sampoorna Suraksha",1,41
20,"my:credit�Comprehensive Suraksha",1,42
20,"my:health�Comprehensive Suraksha - Group",1,43
20,"Navi Cure",1,44
20,"Navi Health",1,45
20,"Navi Health Group Critical Surgery",1,46
20,"Navi Health Group HospiCash",1,47
20,"Navi Health Group Insurance",1,48
20,"Navi Health Group Personal Accident Insurance",1,49
20,"Navi Health Group Seasonal Byte",1,50
20,"Navi Health Group Travel Insurance",1,51
20,"Navi Health HospiCash",1,52
20,"Navi Health Super Top Up",1,53
20,"Optional travel insurance for E-ticket passengers",1,54
20,"Optional Travel Insurance for E-ticket passengers - IRCTC",1,55
20,"Oriental Insurance Bank Saathi Policy- Group",1,56
20,"Pravasi Bhartiya Bima Yojana",1,57
20,"Ride Safe Travel Insurance",1,58
20,"Senior Citizens Red Carpet Health Insurance Policy�",1,59
20,"Silver Health",1,60
20,"Star Cardiac Care Insurance Policy",1,61
20,"Star Cardiac Care Insurance Policy- Platinum",1,62
20,"Star Critical Illness Multipay Insurance Policy",1,63
20,"Star Group Critical Illness Multipay Insurance Policy",1,64
20,"Star Group Health Insurance Policy � Gold (For Bank Customers)",1,65
20,"Star Super Surplus (Floater) Insurance Policy",1,66
20,"Sukshma Hospi-Cash Group (Micro-Insurance Product)",1,67
20,"Super reload Rider",1,68
20,"Super Top-up Medicare Policy",1,69
20,"Travel Insurance�",1,70
20,"Voyager Travel Insurance (Group)",1,71
20,"Welness Benefit Addon(Group)",1,72
20,"Young Star Insurance Policy",1,73
20,"�Arogya Plus Policy",1,74
20,"Saral Suraksha Bima",10,1
21,"Additional S.I. for Pandemic and epidemic Rider",1,1
21,"Alpa Bima � Group",1,2
21,"Arogya Sanjeevani Policy",1,3
21,"Bharat Yatra Suraksha",1,4
21,"BoB National Health Policy",1,5
21,"Care Plus",1,6
21,"Chola Group EMI Protect",1,7
21,"Corona Kavach Policy",1,8
21,"Criti Shield Plus",1,9
21,"E Travel Value policy",1,10
21,"Family Care",1,11
21,"Family Health Optima Accident Care Policy",1,12
21,"Family Shield",1,13
21,"Flexi Health Protect(Group)",1,14
21,"Flexi Max Protect",1,15
21,"Future Hospicash",1,16
21,"Future Vector Care (Group)",1,17
21,"Group Arogya Sanjeevani Policy - Star Health and Allied Insurance Co Ltd",1,18
21,"Group Credit Protection Policy",1,19
21,"Group Hospital Cash Policy",1,20
21,"Group Loan Bima",1,21
21,"Group Loan Insurance",1,22
21,"Group Saral Suraksha Bima-Care Health Insurance",1,23
21,"Health Booster",1,24
21,"Health Insurance Policy � Retail",1,25
21,"Health Plus",1,26
21,"Health Pulse",1,27
21,"Health Recharge�",1,28
21,"Health Total",1,29
21,"Income Protect",1,30
21,"Kotak Group Accident Protect - Micro Insurance",1,31
21,"Maha Bank Swasthya Yojana (Group Health Insurance Scheme)",1,32
21,"my: Sampoorna Suraksha",1,33
21,"my:health�Comprehensive Suraksha - Group",1,34
21,"my:health�Critical Illness (Add On)",1,35
21,"my:health�Critical Suraksha Plus",1,36
21,"my:health�Women Suraksha",1,37
21,"Navi Cure",1,38
21,"Navi Health Group Seasonal Byte",1,39
21,"Navi Health HospiCash",1,40
21,"Optima Restore",1,41
21,"Optional Travel Insurance(GPA) for E-ticket Passengers of IRCTC",1,42
21,"Pravasi Bharatiya Bima Yojana Policy�",1,43
21,"Ride Safe Travel Insurance",1,44
21,"Saral Suraksha Bima",1,45
21,"Saral Suraksha Bima-Group",1,46
21,"Smart Health + (Add-On)",1,47
21,"Star Group Covid Insurance Policy",1,48
21,"Star Group Critical Illness Multipay Insurance Policy",1,49
21,"Star Super Surplus (Floater) Insurance Policy",1,50
21,"Sukshma Hospi-Cash (Micro-Insurance Product)",1,51
21,"Super Top-up Medicare Policy",1,52
21,"Surakshit Loan Bima",1,53
