companyName,productName,description,maxPrice,Price_Category
"BAXTER HOSPITALAR LTDA",ADVATE,"1500 UI PO LIOF INJ CT 1 FA VD INC + 1 FA DIL X 5 ML + CONJ REC E INFUS",5090.56,Pricey
"EUROFARMA LABORATORIOS S.A.",CIMAHER,"50 MG SOL INJ IV CT 4 FA VD INC X 10 ML",5089.40,Pricey
"EUROFARMA LABORATORIOS S.A.",PACLITAXEL,"6 MG/ML SOL INJ CT 10 FA VD INC X 5 ML",5081.79,Pricey
"SCHERING-PLOUGH INDUSTRIA FARMACEUTICA LTDA",temozolomida,"250 MG CAP CT SACH X 5",5073.57,Pricey
"AMGEN BIOTECNOLOGIA DO BRASIL LTDA.",NEULASTIM,"10 MG/ML SOL INJ CT SER PREENCH VD TRANS X 0.6 ML",5061.33,Pricey
"AMGEN BIOTECNOLOGIA DO BRASIL LTDA.",NEULASTIM,"10 MG/ML SOL INJ CT SER PREENCH VD TRANS X 0.6 ML + DISPOSITIVO DE SEGURANCA",5061.33,Pricey
"HALEX ISTAR INDUSTRIA FARMACEUTICA SA",ciprofloxacino,"2 MG/ML SOL INJ IV CX 60 ENV AL BOLS PLAS TRANS SIST FECH X 100 ML",5059.53,Pricey
"ISOFARMA INDUSTRIAL FARMACEUTICA LTDA",CIPROBACTER,"2MG/ML SOL INJ 60 BOLS PLAS TRANS SIST FECH X 100 ML + 60 ENV AL",5059.53,Pricey
"ISOFARMA INDUSTRIAL FARMACEUTICA LTDA",ciprofloxacino,"2 MG/ML SOL INJ CX 60 BOLS PLAS TRANS SIST FECH X 100 ML + 60 ENV AL",5059.53,Pricey
"INSTITUTO BIOCHIMICO INDUSTRIA FARMACEUTICA LTDA",TAZOCILINA,"4 G + 500 MG PO LIOF INJ CX 50 FA VD INC",5036.42,Pricey
"GUERBET IMAGEM DO BRASIL LTDA",OPTIRAY,"678 MG/ML SOL INJ CT 20 SER PLAS X 75ML",5032.84,Pricey
"ASPEN PHARMA INDUSTRIA FARMACEUTICA LTDA","IMISTAT 500","500 MG + 500 MG PO SOL INJ IV CT 50 FA VD INC + 50 BOLS PVC TRANS SIST FECH X 100 ML + CONECTOR",5019.25,Pricey
"ASPEN PHARMA INDUSTRIA FARMACEUTICA LTDA","IMISTAT 500","500 MG + 500 MG PO SOL INJ IV CT 50 FA VD INC",5019.25,Pricey
"TEVA FARMACEUTICA LTDA.",COPAXONE,"20 MG/ML SOL INJ CT 28 SERINGA PRE-ENCHIDA X 1 ML",5015.97,Pricey
"UCB BIOPHARMA LTDA.",GAMUNEX,"20 G SOL INJ CX FA VD INC X 200 ML",5014.87,Pricey
"EUROFARMA LABORATORIOS S.A.",NORELBIN,"10 MG/ML SOL INJ CT 5 FA VD INC X 5 ML",5011.63,Pricey
"BLAU FARMACEUTICA S.A.",FILGRASTINE,"600 MCG/ML SOL INJ CT 10 SER PREENCHIDA VD INC X 0.5 ML + SISTEMA DE SEGURANCA",5006.22,Pricey
"BIOGEN BRASIL PRODUTOS FARMACEUTICOS LTDA",ELOCTATE,"1500 UI PO LIOF SOL INJ CT 1 FA VD TRANS + 1 SER PREENC DIL X 3 ML + 1 ADAPT + 1 CONJ INFUS + 2 LENCOS + 2 CURATIVOS + 1 GAZE",4985.21,Pricey
"SANOFI-AVENTIS FARMACEUTICA LTDA",ELOCTATE,"1500 UI PO LIOF SOL INJ CT 1 FA VD TRANS + 1 SER PREENC DIL X 3 ML + 1 ADAPT + 1 CONJ INFUS + 2 LENCOS + 2 CURATIVOS + 1 GAZE",4985.21,Pricey
"BLAU FARMACEUTICA S.A.",CEFTAZIDON,"1000 MG PO INJ CX 100 FA VD INC (EMB HOSP)",4976.83,Pricey
"INSTITUTO BIOCHIMICO INDUSTRIA FARMACEUTICA LTDA","CLORIDRATO DE CEFEPIMA","2 G PO P/ SOL INJ CT 50 FR VD INC (EMB HOSP)",4971.57,Pricey
"RANBAXY FARMACEUTICA LTDA",SECNIDAZOL,"1000 MG COM REV CT BL AL PLAS OPC X 1000",4962.50,Pricey
"ACCORD FARMACEUTICA LTDA","PEMETREXEDE DISSODICO","500 MG PO LIOF INJ CT FA VD INC X 50 ML",4952.78,Pricey
"ACCORD FARMACEUTICA LTDA","PEMETREXEDE DISSODICO","100 MG PO LIOF INJ CT 05 FA VD INC X 10 ML",4952.73,Pricey
"BLAU FARMACEUTICA S.A.","Pemetrexede dissodico hemipentaidratado","500 MG PO LIOF SOL INJ CT 1 FA VD TRANS",4952.55,Pricey
"BLAU FARMACEUTICA S.A.","Pemetrexede dissodico hemipentaidratado","100 MG PO LIOF SOL INJ CT 5 FA VD TRANS",4952.49,Pricey
"TEVA FARMACEUTICA LTDA.",TEVAGRASTIM,"300 MCG SOL INJ CT 10 SER PREENC VD INC X 0.5 ML + DISPOSITIVO DE SEGURANCA",4950.10,Pricey
"BLAU FARMACEUTICA S.A.",FILGRASTINE,"600 MCG/ML SOL INJ CT 12 SER PREENCH X 0.5 ML",4946.33,Pricey
"MERCK SHARP & DOHME FARMACEUTICA LTDA",GARDASIL,"SUS INJ CT 10 FA VD INC TAMPA FLUROTEC X 0.5 ML",4934.21,Pricey
"BAYER S.A.",Sivextro,"200 MG COM REV CT BL AL PLAS TRANS X 6",4923.60,Pricey
"MERCK SHARP & DOHME FARMACEUTICA LTDA",Sivextro,"200 MG COM REV CT BL AL PLAS TRANS X 6",4923.60,Pricey
"BAYER S.A.",Stivarga,"40 MG COM REV CT FR PLAS OPC X 28",4911.30,Pricey
"FUNDACAO OSWALDO CRUZ","VACINA HAEMOPHILUS INFLUENZAE B (CONJUGADA)","PO LIOF INJ CT 50 FA + 50 AMP DIL X 2.5 ML",4905.24,Pricey
"ANTIBIOTICOS DO BRASIL LTDA","PIPERACILINA SODICA+TAZOBACTAM SODICO","4 G+ 0.5 G PO SOL INJ CT 50 FA VD INC",4897.61,Pricey
"GUERBET IMAGEM DO BRASIL LTDA",OPTIRAY,"678 MG/ML SOL INJ CT 12 FR VD INC X 100 ML",4896.15,Pricey
"SCHERING DO BRASIL QUIMICA E FARMACEUTICA LTDA",IOPAMIRON,"755 MG/ML SOL INJ CT 10 FA VD INC X 200 ML",4888.65,Pricey
"ANTIBIOTICOS DO BRASIL LTDA",TEICOPLANINA,"200 MG PO LIOF P/ SOL INJ CX 25 FA VD TRANS X 15 ML",4887.52,Pricey
"BIOLAB SANUS FARMACEUTICA LTDA",SIMDAX,"2.5 MG/ML SOL INJ CT FA VD TRANS X 5 ML",4884.77,Pricey
"ABBVIE FARMACEUTICA LTDA.",SIMDAX,"2.5 MG/ML SOL INJ CT FA VD INC X 5 ML (REST HOSP)",4884.77,Pricey
"PRODUTOS ROCHE QUIMICOS E FARMACEUTICOS S.A.","PEGASYS RBV","135 MCG SOL INJ CT 4 SER VD PRE ENCH X 0.5ML +  200 MG COM REV FR PLAS OPC X 168",4873.61,Pricey
"ALLERGAN PRODUTOS FARMACEUTICOS LTDA",Belkyra,"10 MG/ML SOL INJ CT 4 FA VD TRANS X 2 ML",4872.34,Pricey
"MERCK SHARP & DOHME FARMACEUTICA LTDA",TIENAM,"IM 500 MG CX. C/ 50 FR. AMP.",4870.56,Pricey
"GLENMARK FARMACEUTICA LTDA",PEMETREXEDE,"500 MG PO LIOF INJ IV CT 1 FA VD INC X 30 ML",4865.89,Pricey
"CSL BEHRING COMERCIO DE PRODUTOS FARMACEUTICOS LTDA",IDELVION,"1000UI PO LIOF SOL INJ CT FA VD TRANS + FA VD TRANS DIL X 2.5 ML + DISP TRANSF C/ FILTRO + SER 5 ML + EQP + 2 COMPRESSAS + 1 CURATIVO",4865.54,Pricey
"BIOGEN BRASIL PRODUTOS FARMACEUTICOS LTDA",ELPROLIX,"1000 UI PO LIOF SOL INJ CT 1 FA VD TRANS + 1 SER PREENC DIL X 5 ML + 1ADAPT + 1 CONJ INFUS + 2 LENCOS + 2 CURATIVOS + 1 GAZE",4865.53,Pricey
"SANOFI-AVENTIS FARMACEUTICA LTDA",ELPROLIX,"1000 UI PO LIOF SOL INJ CT 1 FA VD TRANS + 1 SER PREENC DIL X 5 ML + 1ADAPT + 1 CONJ INFUS + 2 LENCOS + 2 CURATIVOS + 1 GAZE",4865.53,Pricey
"BIOTEST FARMACEUTICA LTDA","HEPATECT CP","50 UI/ ML SOL INJ FR VD INC X 40 ML",4862.05,Pricey
"ASTELLAS FARMA BRASIL IMPORTACAO E DISTRIBUICAO DE MEDICAMENTOS LTDA.",PROGRAF,"5 MG/ML SOL INJ CT 10 AMP VD INC X 1 ML",4850.51,Pricey
"GEOLAB INDUSTRIA FARMACEUTICA S/A","TARTARATO DE BRIMONIDINA","2.0 MG/ML SOL OFT CX 100 FR PLAS OPC GOT X 10 ML (EMB HOSP)",4847.52,Pricey
"GEOLAB INDUSTRIA FARMACEUTICA S/A","TARTARATO DE BRIMONIDINA","1.5 MG/ML SOL OFT CX 100 FR PLAS OPC GOT X 10 ML (EMB HOSP)",4847.52,Pricey
"GUERBET PRODUTOS RADIOLOGICOS LTDA",HENETIX,"300 MG/ML SOL INJ CX 25 FA VD INC X 50 ML",4846.37,Pricey
"EUROFARMA LABORATORIOS S.A.",PANTOCAL,"40 MG PO LIOF INJ IV CT DISP 50 FA VD TRANS + 50 AMP DIL X 10 ML",4843.01,Pricey
"EUROFARMA LABORATORIOS S.A.",PANTOCAL,"40 MG PO LIOF INJ IV CT 50 FA VD TRANS + 50 AMP PLAS DIL X 10 ML",4843.01,Pricey
"PRODUTOS ROCHE QUIMICOS E FARMACEUTICOS S.A.",BONDRONAT,"1 MG/ML SOL INJ P/INF IV CT 5 FA VD INC X 6 ML",4830.19,Pricey
"BRISTOL-MYERS SQUIBB FARMACEUTICA LTDA",Daklinza,"60 MG COM REV CT BL AL PLAS TRANS x 7",4812.99,Pricey
"GLAXOSMITHKLINE BRASIL LTDA",Tafinlar,"50 MG CAP DURA CT FR PLAS OPC X 28",4799.97,Pricey
"BLAU FARMACEUTICA S.A.",FILGRASTINE,"300 MCG/ML SOL INJ CT 10 SER PREENCH VD INC X 1 ML + SISTEMA DE SEGURANCA",4796.07,Pricey
"AUROBINDO PHARMA INDUSTRIA FARMACEUTICA LIMITADA",OLANZAPINA,"5 MG COM CT BL PVC/OPA/AL/PVC X 500 (EMB HOSP)",4791.86,Pricey
"PRATI DONADUZZI & CIA LTDA",OLANZAPINA,"5 MG COM REV CT BL AL AL X 500",4788.74,Pricey
"AUROBINDO PHARMA PRODUTOS FARMACEUTICOS LTDA","piperacilina sodica + tazobactam sodico","4G + 0.5G PO SOL INJ IV CT 50  FA VD INC X 40ML (EMB HOSP)",4779.56,Pricey
"BAYER S.A.",CAMPATH,"30 MG/ML SOL INJ CT 3 FA VD INC X 1 ML",4777.52,Pricey
"GLAXOSMITHKLINE BRASIL LTDA",VOTRIENT,"400 MG COM REV CT FR PLAS OPC X 30",4771.03,Pricey
"NOVARTIS BIOCIENCIAS S.A",Mekinist,"0.5 MG/DOSE COM REV CT FR PLAS OPC X 30",4757.77,Pricey
"UCB BIOPHARMA LTDA.",UNISTIN,"1 MG/ML SOL INJ CT 50 FA X 50 ML",4757.58,Pricey
"EUROFARMA LABORATORIOS S.A.",MEROPENEM,"1 G PO P/ SOL INJ CT 25 FA VD INC X 30 ML",4753.19,Pricey
"BLAU FARMACEUTICA S.A.",FILGRASTINE,"300 MCG/ML SOL INJ CT 12 AMP VD INC X 1 ML",4738.72,Pricey
"BLAU FARMACEUTICA S.A.",FILGRASTINE,"300 MCG/ML SOL INJ CT 12 SER PREENCH X 1 ML",4738.72,Pricey
"CLARIS PRODUTOS FARMACEUTICOS DO BRASIL LTDA",EXOMAX,"2 MG/ML SOL INJ CX 24 BOLS PLAS PP TRANS SIST FECH X 100 ML",4715.50,Pricey
"BLAU FARMACEUTICA S.A.",CLAFORDIL,"1000 MG PO INJ CX 100 FA VD INC",4708.59,Pricey
"NOVARTIS BIOCIENCIAS S.A",TYKERB,"250 MG COM REV FR PLAS OPC X 70",4707.29,Pricey
"BOEHRINGER INGELHEIM DO BRASIL QUIMICA E FARMACEUTICA LTDA.",GIOTRIF,"40 MG COM REV CT ENVOL BL AL PLAS TRANS X 28",4704.47,Pricey
"BIOLAB SANUS FARMACEUTICA LTDA",XEOMIN,"100 U PO LIOF INJ CT 3 FA VD INC",4701.88,Pricey
"GUERBET PRODUTOS RADIOLOGICOS LTDA","HEXABRIX 320","320 MG/ML IODO SOL INJ CX 25 FA VD INC X 50 ML",4699.83,Pricey
"SANOFI-AVENTIS FARMACEUTICA LTDA",TAXOTERE,"20 MG/ML SOL INJ CX FA VD INC X 4 ML",4696.77,Pricey
"EVOLABIS PRODUTOS FARMACEUTICOS LTDA",EVOCARB,"10 MG/ML PO LIOF INJ CT 10 FA VD AMB X 15 ML",4694.65,Pricey
"INSTITUTO BIOCHIMICO INDUSTRIA FARMACEUTICA LTDA",teicoplanina,"200 MG PO LIOF INJ CX 25 FA VD INC",4684.92,Pricey
"MERCK S/A",ERBITUX,"5 MG/ML SOL INJ CT FA VD INC X 100 ML",4683.78,Pricey
"LABORATORIOS PFIZER LTDA",BENEFIX,"2000 UI PO LIOF INJ CT 1 FA VD INC + 1 SER PREENCH DIL X 5 ML + 1 ADAPT + 1 CONJ INFUS + 2 LENCOS + 1 CURATIVO + 1 GAZE",4678.40,Pricey
"SANDOZ DO BRASIL INDUSTRIA FARMACEUTICA LTDA",Fulvestranto,"50 MG/ML SOL INJ CT BL PLAS X 2 SER PREENCH VD TRANS + AGU X 5 ML",4667.65,Pricey
"MYLAN LABORATORIOS LTDA",Fulvestranto,"50 MG/ML SOL INJ IM CT 2 SER PREENC VD TRANS X 5 ML + 2 AGU COM SIST SEGURANCA",4667.65,Pricey
"PHARLAB INDUSTRIA FARMACEUTICA S.A.",KLARITRIL,"500 MG COM REV CT BL AL PLAS INC X 490 (EMB HOSP)",4661.06,Pricey
"LIBBS FARMACEUTICA LTDA",DOCELIBBS,"20 MG/ML SOL INJ CX FA VD TRANS X 4 ML",4654.05,Pricey
"SANOFI-AVENTIS FARMACEUTICA LTDA",ELOXATIN,"5.0 MG/ML SOL INJ CT FA VD INC X 20 ML",4646.99,Pricey
"TEVA FARMACEUTICA LTDA.",TEVAOXALI,"5 MG/ML SOL INJ CT FA VD INC X 20 ML",4646.92,Pricey
"LIBBS FARMACEUTICA LTDA",OXALIBBS,"5 MG/ML SOL INJ CT FA VD AMB X 20 ML",4646.87,Pricey
"DR. REDDYS FARMACEUTICA DO BRASIL LTDA",Fulvestranto,"50 MG/ML SOL INJ IM CT 2 SER PREENC VD TRANS X 5 ML + 2 AGU",4639.36,Pricey
"DR. REDDYS FARMACEUTICA DO BRASIL LTDA",ERANFUL,"50 MG/ML SOL INJ IM CT 2 SER PREENC VD TRANS X 5 ML + 2 AGU",4639.36,Pricey
"EMS S/A","CLORIDRATO DE FINGOLIMODE","0.5 MG CAP DURA CT BL AL PLAS OPC X 28",4633.97,Pricey
"TEVA FARMACEUTICA LTDA.","Cloridrato de Fingolimode","0.5 MG CAP DURA CT BL AL AL X 28",4633.97,Pricey
"BRAINFARMA INDUSTRIA QUIMICA E FARMACEUTICA S.A",ZITRONEO,"500 MG COM REV CX BL AL PLAS INC X 480 (EMB HOSP)",4620.24,Pricey
"PRODUTOS ROCHE QUIMICOS E FARMACEUTICOS S.A.",CYMEVENE,"500 MG PO LIOF CT 25 FA VD INC X 10 ML (EMB HOSP)",4614.50,Pricey
"BIOSINTETICA FARMACEUTICA LTDA",BIOEZULEN,"100 MG PO LIOF INJ CT FA VD AMB",4598.45,Pricey
"ISOFARMA INDUSTRIAL FARMACEUTICA LTDA",CIPROBACTER,"2MG/ML SOL INJ 32 BOLS PLAS TRANS SIST FECH X 200 ML + 32 ENV AL",4598.15,Pricey
"ISOFARMA INDUSTRIAL FARMACEUTICA LTDA",ciprofloxacino,"2 MG/ML SOL INJ CX 32 BOLS PLAS TRANS SIST FECH X 200 ML + 32 ENV AL",4598.15,Pricey
"HALEX ISTAR INDUSTRIA FARMACEUTICA SA",CIPROBACTER,"2MG/ML SOL INJ IV CX 32 ENV AL BOLS PLAS PE TRANS SIST FECH X 200 ML",4598.15,Pricey
"HALEX ISTAR INDUSTRIA FARMACEUTICA SA",ciprofloxacino,"2 MG/ML SOL INJ IV CX 32 ENV AL BOLS PLAS TRANS SIST FECH X 200 ML",4598.15,Pricey
"SANDOZ DO BRASIL INDUSTRIA FARMACEUTICA LTDA",TARVEXOL,"6 MG/ML SOL INJ CT FA VD INC X 50 ML",4587.60,Pricey
"CHEMICALTECH IMPORTACAO~ EXPORTACAO E COMERCIO DE PRODUTOS MEDICOS~ FARMACEUTICOS E HOSPITALARES LTDA",DOSATAXEL,"40MG/ML SOL INJ IV CT FA VD INC X 2.0 ML + DIL FA VD INC X 6.0 ML",4576.31,Pricey
"SCHERING DO BRASIL QUIMICA E FARMACEUTICA LTDA",BETAFERON,"9.6 MUI PO LIOF INJ CT 15 CT 1 FA VD INC + 1 SER VD INC DIL X 1.2 ML + ADAP COM AGULHA +  2 ENV LENCO",4573.85,Pricey
"INSTITUTO BIOCHIMICO INDUSTRIA FARMACEUTICA LTDA","MEROPENEM TRI-HIDRATADO","1 G PO SOL INJ CX 25 FA VD TRANS X 20 ML",4555.92,Pricey
"LFB - HEMODERIVADOS E BIOTECNOLOGIA LTDA","TEGELINE NEWY","20 G SOL INJ CT 1 FR VD INC X 400ML",4548.29,Pricey
"SERONO PRODUTOS FARMACEUTICOS LTDA",SAIZEN,"8 MG CX C/5 FA PO LIOF P/INJ + 5 CARTUCHO SOLVENTE",4543.79,Pricey
"ZODIAC PRODUTOS FARMACEUTICOS S/A",ONCODOCEL,"80 MG SOL INJ CT FA VD INC X 2.0 ML + FA DIL X 6 ML",4531.34,Pricey
"GEOLAB INDUSTRIA FARMACEUTICA S/A","ALPHABRIN P","1.5 MG/ML SOL OFT CX 100 FR PLAS OPC GOT X 5 ML (EMB HOSP)",4524.23,Pricey
"GUERBET PRODUTOS RADIOLOGICOS LTDA",HENETIX,"350 MG/ML SOL INJ CX 10 FA VD INC X 100 ML",4523.98,Pricey
"GUERBET PRODUTOS RADIOLOGICOS LTDA",HENETIX,"350 MG/ML SOL INJ CT 10 BOLS FLEX X 100 ML",4523.98,Pricey
"SANOFI-AVENTIS FARMACEUTICA LTDA",THYROGEN,"1.1 MG PO LIOF INJ CT 2 FA VD INC",4507.77,Pricey
"TAKEDA PHARMA LTDA.",FERINJECT,"50 MG/ML SOL INJ IV CX 50 AMP VD INC X 2 ML (EMB HOSP)",4505.52,Pricey
"MYLAN LABORATORIOS LTDA",meropenem,"1 G PO P/ SOL INJ CT 25 FA VD TRANS X 30 ML",4497.76,Pricey
"SCHERING-PLOUGH INDUSTRIA FARMACEUTICA LTDA",TEMODAL,"140 MG CAP CT FR VD AMB X 5",4491.52,Pricey
"SCHERING-PLOUGH INDUSTRIA FARMACEUTICA LTDA",TEMODAL,"140 MG CAP CT SACH X 5",4491.52,Pricey
"LABORATORIO AMERICANO DE FARMACOTERAPIA S/A",CERETEC,"0.5MG PO LIOF INJ IV CX 5 FA VD INC X 10 ML",4476.11,Pricey
"NOVARTIS BIOCIENCIAS S.A",TARVEXOL,"6 MG/ML SOL INJ CT FA VD INC X 50 ML",4474.83,Pricey
"PRATI DONADUZZI & CIA LTDA",deferasirox,"500 MG COM SUS CT BL AL AL X 60",4469.93,Pricey
"PRATI DONADUZZI & CIA LTDA",deferasirox,"250 MG COM SUS CT BL AL AL X 120 (EMB FRAC)",4469.87,Pricey
"GEOLAB INDUSTRIA FARMACEUTICA S/A",OLANZAPINA,"5 MG COM REV CT BL AL/AL X 490 (EMB HOSP)",4465.92,Pricey
"GEOLAB INDUSTRIA FARMACEUTICA S/A",LYZAPIL,"5 MG COM REV CT BL AL/AL X 490 (EMB HOSP)",4465.92,Pricey
"LABORATORIO TEUTO BRASILEIRO S/A",EZOPEN,"250 MG PO LIOF SOL INJ IV CX 50 FA VD AMB X 20 ML (EMB HOSP)",4464.66,Pricey
"UCB BIOPHARMA LTDA.",TABINE,"50 MG/ML SOL INJ CT 100 AMP X 10 ML",4462.43,Pricey
"GEOLAB INDUSTRIA FARMACEUTICA S/A","LATANOPROSTA + MALEATO DE TIMOLOL","50 MCG/ML + 5 MG/ML SOL OFT CX 50 FR GOT PLAS TRANS X 2.5 ML (EMB HOSP)",4460.48,Pricey
"LABORATORIO QUIMICO FARMACEUTICO BERGAMO LTDA",DACARBAZINA,"200 MG PO LIOF SOL INJ CT 50 FA VD AMB",4455.36,Pricey
"SCHERING DO BRASIL QUIMICA E FARMACEUTICA LTDA",BETAFERON,"9.6 MUI CT 15 FRS PO LIOF + 15 SER VD DIL INJ",4453.60,Pricey
"BLAU FARMACEUTICA S.A.","ALFAEPOETINA HUMANA RECOMBINANTE","10000 UI SOL INJ CT 12 SER PREENC X 1 ML",4445.18,Pricey
"BLAU FARMACEUTICA S.A.",ERITROMAX,"10000 UI/ML SOL INJ CT 12 SER PRE-ENCH X 1 ML",4445.18,Pricey
"BLAU FARMACEUTICA S.A.","ALFAEPOETINA HUMANA RECOMBINANTE","10000 UI SOL INJ CT 12 AMP VD INC X 1 ML",4445.18,Pricey
"ELI LILLY DO BRASIL LTDA",Olumiant,"4 MG COM REV CT BL AL AL X 30",4442.02,Pricey
"ANTIBIOTICOS DO BRASIL LTDA","CEFTRIAXONA DISSODICA","1 G PO P/ SOL INJ IV CT 150 FA VD TRANS X 10 ML + 150 DIL AMP PLAS TRANS X 10 ML (EMB HOSP)",4439.95,Pricey
"ANTIBIOTICOS DO BRASIL LTDA","CEFTRIAXONA DISSODICA","1 G PO P/ SOL INJ IV CT 150 FA VD TRANS X 10 ML (EMB HOSP)",4439.95,Pricey
"ABBOTT LABORATORIOS DO BRASIL LTDA",SYNAGIS,"100 MG PO LIOF INJ CT FA VD INC + AMP DIL X 1 ML",4428.66,Pricey
"ABBOTT LABORATORIOS DO BRASIL LTDA",SYNAGIS,"100 MG PO LIOF CX FA VD INC",4428.66,Pricey
"FRESENIUS KABI BRASIL LTDA",CIPROFLOXACINO,"2.0 MG/ML SOL INJ CX  50 FR PLAS TRANS SIST FECH X 100 ML",4426.97,Pricey
"PRODUTOS ROCHE QUIMICOS E FARMACEUTICOS S.A.","Actemra SC","162 MG SOL INJ SC CT 4 SER PREENC VD TRANS X 0.9 ML",4413.91,Pricey
"OPEM REPRESENTACAO IMPORTADORA EXPORTADORA E DISTRIBUIDORA LTDA",TOBRAMICINA,"300 MG/5ML SOL NEBULIZ CT ENV AL X 56 AMP PE",4407.10,Pricey
"LIBBS FARMACEUTICA LTDA",DOCELIBBS,"40MG/ML SOL INJ CT FA VD INC X 2ML + DIL FA VD INC X 6ML",4406.22,Pricey
"TEVA FARMACEUTICA LTDA.",LONQUEX,"10 MG/ML SOL INJ SC CT SER PREENC VD INC X 0.6 ML + DISPOSITIVO DE SEGURANCA",4400.35,Pricey
"ARISTON INDUSTRIAS QUIMICAS E FARMACEUTICAS LTDA",CEFTON,"1000 MG PO INJ CX 100 FA VD INC (EMB HOSP)",4395.19,Pricey
"SANOFI-AVENTIS FARMACEUTICA LTDA",TAXOTERE,"80 MG SOL INJ CX FA VD INC X 2.0 ML + DIL X 6.0 ML",4393.32,Pricey
"GLAXOSMITHKLINE BRASIL LTDA",TYKERB,"250 MG COM REV CT BL AL/AL X 70 (EMB HOSP)",4387.33,Pricey
"GLAXOSMITHKLINE BRASIL LTDA",TYKERB,"250 MG COM REV FR PLAS OPC X 70 (EMB HOSP)",4387.33,Pricey
"NOVARTIS BIOCIENCIAS S.A","Signifor LP","20 MG PO SUS INJ IM CT FA VD TRANS + DIL SER PREENC VD TRANS X 2 ML + AGU + ADAPT",4384.86,Pricey
"ASTRAZENECA DO BRASIL LTDA",IRESSA,"250 MG COM REV CT ENV X BL AL/PLAS TRANSP X 30",4379.77,Pricey
"GLENMARK FARMACEUTICA LTDA",PACLITAXEL,"6 MG/ML SOL INJ IV CT FA VD AMB X 50 ML",4369.89,Pricey
"FARMARIN INDUSTRIA E COMERCIO LTDA",EVOXALI,"100 MG PO LIOF INJ CT FA VD AMB X 1000 MG",4366.35,Pricey
"TEVA FARMACEUTICA LTDA.",EPORATIO,"30.000 UI SOL INJ CT 4 SER PREENC VD INC X 1.0 ML",4365.69,Pricey
"TEVA FARMACEUTICA LTDA.",EPORATIO,"30.000 UI SOL INJ CT 4 SER PREENC VD INC X 1.0 ML + DISPOSITIVO DE SEGURANCA",4365.69,Pricey
"GEOLAB INDUSTRIA FARMACEUTICA S/A",Travoptic,"0.04 MG/ML SOL OFT CT 50 ENV AL FR PLAS TRANS GOT X 2.5 ML (EMB HOSP)",4364.88,Pricey
"ACCORD FARMACEUTICA LTDA",SYLETYV,"5 MCG/ML SOL INJ CT 100 AMP VD INC X 1ML (EMB HOSP)",4363.96,Pricey
"GENZYME DO BRASIL LTDA",FLUDARA,"50 MG PO LIOF INJ CT 5 FA VD INC",4358.49,Pricey
"FARMARIN INDUSTRIA E COMERCIO LTDA",EVOFLUBINA,"50 MG PO LIOF SOL INJ CT 5 FA VD TRANS X 20 ML",4358.47,Pricey
"LIBBS FARMACEUTICA LTDA",FLUDALIBBS,"50 MG PO LIOF INJ CT 5 FA VD TRANS",4357.21,Pricey
"JANSSEN-CILAG FARMACEUTICA LTDA",VELCADE,"3.5 MG PO LIOF INJ CT FA VD INC",4355.26,Pricey
"LABORATORIO QUIMICO FARMACEUTICO BERGAMO LTDA",GENCIX,"1 G PO LIOF SOL INJ CT 5 FA VD TRANS X 50 ML",4352.37,Pricey
"AMGEN BIOTECNOLOGIA DO BRASIL LTDA.",ARANESP,"500 MCG/ML SOL INJ CT 4 SER PREENC. VD TRANS X 0.3 ML + AGU",4351.99,Pricey
"SCHERING DO BRASIL QUIMICA E FARMACEUTICA LTDA",ULTRAVIST,"623.40 MG/ML SOL INJ CX 10 FA VD INC X 200 ML",4347.41,Pricey
"Ache Laboratorios Farmaceuticos S.A","NEO DECAPEPTYL LP","22.5 MG PO LIOF SUS INJ LIB PROL CT FA VD TRANS + SOL DIL X 2 ML",4332.69,Pricey
"GENZYME DO BRASIL LTDA",THYROGEN,"1.1 MG PO LIOF INJ CT 2 FA VD INC",4320.68,Pricey
"NOVAFARMA INDUSTRIA FARMACEUTICA LTDA",CEFALOSPIM,"2 G PO INJ CX 50 FA VD INC (EMB HOSP)",4320.14,Pricey
"RANBAXY FARMACEUTICA LTDA",TELMA,"140 MG CAP GEL DURA CT FR VD AMB X 5",4316.50,Pricey
"INSTITUTO BIOCHIMICO INDUSTRIA FARMACEUTICA LTDA","CLORIDRATO DE CEFEPIMA","2 G PO P/ SOL INJ CT 50 FA VD INC + 9 MG/ML SOL INJ IV 50 BOLS PLAS PVC SIST FECH X 100 ML (EMB HOSP)",4313.09,Pricey
"OCTAPHARMA BRASIL LTDA",GAMMANORM,"165 MG/ML SOL INJ CT 10 FA VD INC X 10 ML",4302.92,Pricey
"INSTITUTO BIOCHIMICO INDUSTRIA FARMACEUTICA LTDA",AZTREONAM,"1.0 G PO INJ CX 50 FA VD INC",4301.74,Pricey
"TEVA FARMACEUTICA LTDA.",COPAXONE,"40 MG/ML SOL INJ SC CT 12 SER PREENC VD TRANS X 1 ML",4299.40,Pricey
"SUN FARMACEUTICA DO BRASIL LTDA",PANTASUN,"40 MG/ML PO LIOF INJ CTX 50 FA VD INC +50 AMP DIL X 10 ML",4293.17,Pricey
"ITACA LABORATORIOS LTDA","VANCOMICINA 1 G","1 G INJ CT 100 FA VD INC",4283.79,Pricey
