medicineID,companyName,productName,description,substanceName,producttype,taxCriteria,hospitalexclusive,governmentdiscount,taxImunity,maxPrice
11038,"LEGRAND PHARMA INDUSTRIA FARMACEUTICA LTDA","CLORIDRATO DE BETAXOLOL","5 MG/ML SOL OFT ESTERIL CT FR PLAS TRANS GOT X 5 ML","cloridrato de betaxolol",Generic,I,N,N,N,14.17
11039,"LEGRAND PHARMA INDUSTRIA FARMACEUTICA LTDA",CLONAZEPAM,"2.5 MG/ML SOL OR CT FR VD AMB CGT X 20 ML",clonazepam,Generic,I,N,N,N,9.27
11040,"LEGRAND PHARMA INDUSTRIA FARMACEUTICA LTDA",CLONAZEPAM,"2 MG COM CT BL AL PLAS OPC X 30 (B1 - PORT 344/98)",clonazepam,Generic,I,N,N,N,11.26
11049,"ASPEN PHARMA INDUSTRIA FARMACEUTICA LTDA",TAZPEN,"2.000MG + 250MG PO INJ CT 50 FA VD INC","tazobactam sodico|piperacilina sodica",Similar,II,N,N,N,3834.75
11056,"ASPEN PHARMA INDUSTRIA FARMACEUTICA LTDA",Ampicilina,"500 MG CAP GEL DURA CT BL AL PLAS INC X 100 (EMB HOSP)",ampicilina,Generic,I,S,N,N,97.52
11068,"Hypera S.A.",BROMAZEPAM,"6 MG COM CT BL AL PLAS INC X 30",bromazepam,Generic,I,N,N,N,20.83
11069,"Hypera S.A.",BROMAZEPAM,"6 MG COM CT BL AL PLAS INC X 20",bromazepam,Generic,I,N,N,N,13.67
11078,"LEGRAND PHARMA INDUSTRIA FARMACEUTICA LTDA","BROMETO DE IPRATROPIO","0.25 MG/ML SOL P/ INAL CT FR VD AMB GOT X 20 ML","brometo de ipratropio",Generic,I,N,N,N,10.96
11090,"Hypera S.A.",BROMAZEPAM,"3 MG COM CT BL AL PLAS INC X 30",bromazepam,Generic,I,N,N,N,13.37
11091,"ASPEN PHARMA INDUSTRIA FARMACEUTICA LTDA",SULBACTER,"1000 MG + 500 MG PO INJ CT 20 FA VD INC + 20 AMP DIL X 10 ML","sulbactam sodica|ampicilina sodica",Similar,II,N,N,N,463.82
11092,"ASPEN PHARMA INDUSTRIA FARMACEUTICA LTDA",SULBACTER,"2000 MG + 1000 MG  PO INJ CT 20 FA VD INC + 20 AMP DIL X 10 ML","sulbactam sodica|ampicilina sodica",Similar,II,N,N,N,813.33
11094,"ASPEN PHARMA INDUSTRIA FARMACEUTICA LTDA",SULBACTER,"2000 MG + 1000 MG PO INJ CT 30 FA VD INC","sulbactam sodica|ampicilina sodica",Similar,II,S,N,N,1336.23
11097,"ASPEN PHARMA INDUSTRIA FARMACEUTICA LTDA",TAZPEN,"4.000 MG + 500 MG PO INJ CT FA VD INC X 50 ML","tazobactam|piperacilina sodica|piperacilina",Similar,II,N,N,N,125.29
11099,"ASPEN PHARMA INDUSTRIA FARMACEUTICA LTDA",TAZPEN,"4.000MG + 500MG PO INJ CX 50 FA VD INC","tazobactam sodico|piperacilina sodica",Similar,II,N,N,N,6141.89
11128,"Hypera S.A.",IVERMECTINA,"6 MG COM CT STR AL X 2",ivermectina,Generic,I,N,N,N,8.29
11132,"Hypera S.A.",BROMAZEPAM,"3 MG COM CT BL AL PLAS INC X 20",bromazepam,Generic,I,N,N,N,8.10
11146,"ASPEN PHARMA INDUSTRIA FARMACEUTICA LTDA",SULBACTER,"1000 MG + 500 MG  PO INJ CT 30 FA VD INC","sulbactam sodica|ampicilina sodica",Similar,II,S,N,N,746.70
11148,"CAZI QUIMICA FARMACEUTICA INDUSTRIA E COMERCIO LTDA",FENITOINA,"100 MG COM CT BL AL PLAS INC X 100",fenitoina,Generic,I,N,N,N,20.70
11152,"SANOFI-AVENTIS FARMACEUTICA LTDA",APROZIDE,"300 MG + 25 MG COM REV CT BL AL PLAS OPC X 15",irbesartana|hidroclorotiazida,New,II,N,N,N,51.23
11153,"SANOFI-AVENTIS FARMACEUTICA LTDA",APROZIDE,"300 MG + 12.5 MG COM REV CT BL AL PLAS OPC X 30",irbesartana|hidroclorotiazida,New,II,N,N,N,115.14
11155,"SANOFI-AVENTIS FARMACEUTICA LTDA",APROZIDE,"150 MG + 12.5 MG COM REV CT BL AL PLAS OPC X 30",irbesartana|hidroclorotiazida,New,II,N,N,N,115.14
11156,"LABORATIL FARMACEUTICA LTDA",GLIMEPIRIDA,"2 MG COM CT BL AL PLAS INC X 30",glimepirida,Generic,I,N,N,N,27.97
11157,"LABORATIL FARMACEUTICA LTDA",GLIMEPIRIDA,"1 MG COM CT BL AL PLAS INC X 30",glimepirida,Generic,I,N,N,N,14.22
11158,"LABORATIL FARMACEUTICA LTDA","CLORIDRATO DE METFORMINA","850 MG COM REV CT BL AL PLAS INC X 30","cloridrato de metformina",Generic,I,N,N,N,10.83
11165,"ACCORD FARMACEUTICA LTDA",FLUORURACILA,"50 MG/ML SOL INJ CT FA VD INC X 5 ML",fluoruracila,Generic,I,N,N,N,2.87
11166,"ACCORD FARMACEUTICA LTDA",CISPLATINA,"1 MG/ML SOL INJ IV CT FA VD AMB X 50 ML",cisplatina,Generic,I,S,N,N,203.55
11167,"ACCORD FARMACEUTICA LTDA",CARBOPLATINA,"10 MG/ML SOL INJ IV CT FA VD AMB X 45 ML",carboplatina,Generic,I,S,N,N,1219.87
11168,"ACCORD FARMACEUTICA LTDA",CARBOPLATINA,"10 MG/ML SOL INJ IV CT FA VD AMB X 15 ML",carboplatina,Generic,I,S,N,N,470.78
11169,"ACCORD FARMACEUTICA LTDA",CARBOPLATINA,"10 MG/ML SOL INJ IV CT FA VD AMB X 5 ML",carboplatina,Generic,I,S,N,N,191.12
11178,"ASPEN PHARMA INDUSTRIA FARMACEUTICA LTDA","OXACILINA SODICA","500 MG PO LIOF P/ SOL INJ CT FA VD INC X 7.5 ML","oxacilina sodica",Generic,I,N,N,N,2.31
11180,"ASPEN PHARMA INDUSTRIA FARMACEUTICA LTDA","OXACILINA SODICA","500 MG PO LIOF P/ SOL INJ CT 50 FA VD INC X 7.5 ML (EMB HOSP)","oxacilina sodica",Generic,I,S,N,N,134.07
11181,"ASPEN PHARMA INDUSTRIA FARMACEUTICA LTDA","AMPICILINA SODICA","1 G PO P/ SOL INJ CT 50 FA VD INC X 10 ML (EMB HOSP)","ampicilina sodica",Generic,I,S,N,N,183.18
11183,"CAZI QUIMICA FARMACEUTICA INDUSTRIA E COMERCIO LTDA",FENITOINA,"100 MG COM CT BL AL PLAS INC X 25",fenitoina,Generic,I,N,N,N,5.12
11208,"LABORATIL FARMACEUTICA LTDA",GLIMEPIRIDA,"4 MG COM CT BL AL PLAS INC X 30",glimepirida,Generic,I,N,N,N,54.18
11225,"Hypera S.A.",IVERMECTINA,"6 MG COM CT STR AL X 4",ivermectina,Generic,I,N,N,N,14.55
11234,"Hypera S.A.","FUROATO DE MOMETASONA","1MG/G CREME CT BG AL X 20G","furoato de mometasona",Generic,I,N,N,N,20.48
11245,"ACCORD FARMACEUTICA LTDA","CLORIDRATO DE METFORMINA","850 MG COM REV CT BL AL PVC INC X 210 (EMB HOSP)","cloridrato de metformina",Generic,I,S,N,N,70.71
11246,"ACCORD FARMACEUTICA LTDA",GLIMEPIRIDA,"1 MG COM CT BL AL PLAS INC X 10",glimepirida,Generic,I,N,N,N,5.42
11247,"ACCORD FARMACEUTICA LTDA","CLORIDRATO DE METFORMINA","850 MG COM REV CT BL AL PVC INC X 105 (EMB HOSP)","cloridrato de metformina",Generic,I,S,N,N,39.97
11248,"ACCORD FARMACEUTICA LTDA","DICLOFENACO POTASSICO","50 MG COM REV CT BL AL/PVC PVDC INC X 240 (EMB HOSP)","diclofenaco potassico",Generic,I,S,N,N,198.41
11249,"ACCORD FARMACEUTICA LTDA",GLIMEPIRIDA,"4 MG COM CT BL AL PLAS INC X 450 (EMB HOSP)",glimepirida,Generic,I,S,N,N,906.18
11250,"ACCORD FARMACEUTICA LTDA",GLIMEPIRIDA,"4 MG COM CT BL AL PLAS INC X 30",glimepirida,Generic,I,N,N,N,59.11
11251,"ACCORD FARMACEUTICA LTDA",GLIMEPIRIDA,"4 MG COM CT BL AL PLAS INC X 10",glimepirida,Generic,I,N,N,N,20.12
11252,"ACCORD FARMACEUTICA LTDA",GLIMEPIRIDA,"2 MG COM CT BL AL PLAS INC X 450 (EMB HOSP)",glimepirida,Generic,I,S,N,N,468.04
11253,"ACCORD FARMACEUTICA LTDA",GLIMEPIRIDA,"2 MG COM CT BL AL PLAS INC X 30",glimepirida,Generic,I,N,N,N,34.04
11254,"ACCORD FARMACEUTICA LTDA",GLIMEPIRIDA,"2 MG COM CT BL AL PLAS INC X 10",glimepirida,Generic,I,N,N,N,10.41
11255,"BIOLUNIS INTERNACIONAL INDUSTRIA DE MEDICAMENTOS S.A.",CAPTOPRIL,"25 MG COM CT 6 BL AL PLAS INC X 10 (EMB HOSP)",captopril,Generic,I,S,N,N,27.75
11261,"CRISTALIA PRODUTOS QUIMICOS FARMACEUTICOS LTDA.",CITOCAINA,"3 PCC + 0.03 UI / ML SOL INJ CT CX 50 CARP PLAS TRANS X 1.8 ML","felipressina|cloridrato de prilocaina",Similar,II,S,N,N,28.10
11269,"CIMED INDUSTRIA DE MEDICAMENTOS LTDA","CLORIDRATO DE CIPROFLOXACINO","500 MG COM REV CT BL AL PLAS INC X 6","cloridrato de ciprofloxacino monoidratado|cloridrato de ciprofloxacino",Generic,I,N,N,S,37.28
11270,"CIMED INDUSTRIA DE MEDICAMENTOS LTDA","CLORIDRATO DE CIPROFLOXACINO","500 MG COM REV CT BL AL PLAS INC X 14","cloridrato de ciprofloxacino",Generic,I,N,N,S,46.83
11275,"BIOLUNIS INTERNACIONAL INDUSTRIA DE MEDICAMENTOS S.A.",CAPTOPRIL,"25 MG COM CT 3 BL AL PLAS INC X 10",captopril,Generic,I,N,N,N,15.44
11310,"CIMED INDUSTRIA DE MEDICAMENTOS LTDA",ACEBROFILINA,"5 MG/ML XPE CT FR PLAS AMB X 120 ML + CP MED",acebrofilina,Generic,I,N,N,N,14.80
11311,"SANOFI-AVENTIS FARMACEUTICA LTDA","AMARYL MET","2 MG + 500 MG COM REV CT FR PLAS OPC X 60",metformina|glimepirida,New,II,N,N,N,95.14
11314,"SANOFI-AVENTIS FARMACEUTICA LTDA",BENZOILMETRONIDAZOL,"40MG/ML SUS OR CT FR VD AMB X 100 ML + CP MED",benzoilmetronidazol,Generic,I,N,N,N,8.57
11315,"SANOFI-AVENTIS FARMACEUTICA LTDA","FOSFATO SODICO DE PREDNISOLONA","1 MG/ML SOL OR CT FR VD AMB X 100ML + CP MED","fosfato sodico de prednisolona",Generic,I,N,N,N,12.57
11318,"SANOFI-AVENTIS FARMACEUTICA LTDA",HIDROCLOROTIAZIDA,"25 MG COM CT BL PAPEL PLAS INC X 30",hidroclorotiazida,Generic,I,N,N,N,4.71
11321,"ASPEN PHARMA INDUSTRIA FARMACEUTICA LTDA",CLARITROMICINA,"500 MG PO LIOF INJ IV CT FA VD INC (EMB HOSP)",claritromicina,Generic,I,S,N,N,123.26
11322,"ASPEN PHARMA INDUSTRIA FARMACEUTICA LTDA","AMOXICILINA + CLAVULANATO DE POTASSIO","1 G + 0.2 G PO P/ SOL INJ IV CX 50 FA VD INC X 20 ML (EMB HOSP)","clavulanato de potassio|amoxicilina",Generic,I,S,N,N,1575.60
11340,"SANOFI-AVENTIS FARMACEUTICA LTDA",APROZIDE,"150 MG + 12.5 MG COM REV CT BL AL PLAS INC X 14",irbesartana|hidroclorotiazida,New,II,N,N,N,52.48
11341,"SANOFI-AVENTIS FARMACEUTICA LTDA",APROZIDE,"300 MG + 25 MG COM REV CT BL AL PLAS INC X 28",irbesartana|hidroclorotiazida,New,II,N,N,N,81.02
11342,"SANOFI-AVENTIS FARMACEUTICA LTDA",APROZIDE,"300 MG + 25 MG COM REV CT BL AL PLAS INC X 14",irbesartana|hidroclorotiazida,New,II,N,N,N,44.53
11344,"SANOFI-AVENTIS FARMACEUTICA LTDA",APROZIDE,"300 MG + 12.5 MG COM REV CT BL AL PLAS OPC X 15",irbesartana|hidroclorotiazida,New,II,N,N,N,51.23
11353,"CIMED INDUSTRIA DE MEDICAMENTOS LTDA","FUMARATO DE CETOTIFENO","0.2 MG/ML XPE CT FR VD AMB X 120ML","fumarato de cetotifeno",Generic,I,N,N,N,21.06
11361,"CIMED INDUSTRIA DE MEDICAMENTOS LTDA","CLORIDRATO DE PROPRANOLOL","40 MG COM CT BL AL PLAS INC X 30","cloridrato de propranolol",Generic,I,N,N,N,5.17
11367,"ASPEN PHARMA INDUSTRIA FARMACEUTICA LTDA","CLORIDRATO DE VANCOMICINA","500 MG PO LIOF P/ SOL INJ IV CX 50 FA VD INC X 10 ML (EMB HOSP)","cloridrato de vancomicina",Generic,I,S,N,N,1109.80
11370,"ASPEN PHARMA INDUSTRIA FARMACEUTICA LTDA","CLORIDRATO DE VANCOMICINA","500 MG PO LIOF P/ SOL INJ IV CX 25 FA VD INC X 10 ML (EMB HOSP)","cloridrato de vancomicina",Generic,I,S,N,N,478.63
11406,"CIMED INDUSTRIA DE MEDICAMENTOS LTDA",CAPTOPRIL,"25 MG COM CT BL AL PLAS INC X 60",captopril,Generic,I,N,N,S,29.14
11408,"ASPEN PHARMA INDUSTRIA FARMACEUTICA LTDA","CLORIDRATO DE VANCOMICINA","500 MG PO LIOF P/ SOL INJ IV CT FA VD INC X 10 ML","cloridrato de vancomicina",Generic,I,N,N,N,19.13
11445,"BIOLUNIS INTERNACIONAL INDUSTRIA DE MEDICAMENTOS S.A.",AMOXICILINA,"500 MG CAP GEL DURA CT 3 BL AL PLAS INC X 7",amoxicilina,Generic,I,N,N,N,17.17
11446,"BIOLUNIS INTERNACIONAL INDUSTRIA DE MEDICAMENTOS S.A.",AMOXICILINA,"500 MG CAP GEL DURA CT BL AL PLAS INC X 12",amoxicilina,Generic,I,N,N,N,10.39
11447,"BIOLUNIS INTERNACIONAL INDUSTRIA DE MEDICAMENTOS S.A.",ATENOLOL,"100 MG COM CT  BL AL PLAS INC X 30",atenolol,Generic,I,N,N,N,18.70
11449,"CRISTALIA PRODUTOS QUIMICOS FARMACEUTICOS LTDA.","NEOCAINA 0~25% COM VASOCONSTRITOR","0.25 PCC SOL INJ CX 10 EST FA VD TRANS X 20 ML","hemitartarato de epinefrina|cloridrato de bupivacaina",Similar,II,S,N,N,232.42
11450,"CRISTALIA PRODUTOS QUIMICOS FARMACEUTICOS LTDA.","NEOCAINA 0~25% COM VASOCONSTRITOR","0.50 PCC SOL INJ CX 10 EST FA VD TRANS X 20ML.","hemitartarato de epinefrina|cloridrato de bupivacaina",Similar,II,S,N,N,274.33
11457,"CRISTALIA PRODUTOS QUIMICOS FARMACEUTICOS LTDA.",CAPTOPRIL,"25 MG COM CT BL AL PLAS INC X 30",captopril,Generic,I,N,N,N,29.93
11466,"CIFARMA CIENTIFICA FARMACEUTICA LTDA",NISTATINA,"25000 UI/G CREM VAG CT BG AL X 60 G + 14 APLIC",nistatina,Generic,I,N,N,N,12.34
11477,"SANOFI-AVENTIS FARMACEUTICA LTDA",DUOPLAVIX,"75 MG + 100 MG COM REV CT BL AL/AL X 28","acido acetilsalicilico|bissulfato de clopidogrel",New,II,N,N,N,278.72
11479,"SANOFI-AVENTIS FARMACEUTICA LTDA",DUOPLAVIX,"75 MG + 100 MG COM REV CT BL AL/AL X 14","acido acetilsalicilico|bissulfato de clopidogrel",New,II,N,N,N,139.35
11480,"SANOFI-AVENTIS FARMACEUTICA LTDA",DUOPLAVIX,"75 MG + 100 MG COM REV CT BL AL/AL X 7","acido acetilsalicilico|bissulfato de clopidogrel",New,II,N,N,N,69.68
11485,"BIOLUNIS INTERNACIONAL INDUSTRIA DE MEDICAMENTOS S.A.",ATENOLOL,"50 MG COM CT  BL AL PLAS INC X 30",atenolol,Generic,I,N,N,N,11.57
11488,"CIMED INDUSTRIA DE MEDICAMENTOS LTDA","MALEATO DE ENALAPRIL","20 MG COM CT STRIP AL X 30","maleato de enalapril",Generic,I,N,N,N,25.40
11489,"CIMED INDUSTRIA DE MEDICAMENTOS LTDA",GLIMEPIRIDA,"4 MG COM CT BL AL PLAS INC X 30",glimepirida,Generic,I,N,N,N,67.40
11490,"CIMED INDUSTRIA DE MEDICAMENTOS LTDA",HIDROCLOROTIAZIDA,"50 MG COM CT BL AL PLAS TRANS X 20",hidroclorotiazida,Generic,I,N,N,N,4.98
11492,"CIMED INDUSTRIA DE MEDICAMENTOS LTDA","CLORIDRATO DE METFORMINA","850 MG COM CT BL AL PLAS INC X 30","cloridrato de metformina",Generic,I,N,N,N,13.29
11506,"CIMED INDUSTRIA DE MEDICAMENTOS LTDA",BACTROPIN,"40 MG/ML + 8 MG/ML SUS ORAL CT FR VD AMB X 100 ML",trimetoprima|sulfametoxazol,Similar,II,N,N,N,17.82
11507,"CIMED INDUSTRIA DE MEDICAMENTOS LTDA",BACTROPIN,"400 MG +80 MG COM CT BL AL PLAS INC X 20",trimetoprima|sulfametoxazol,Similar,II,N,N,N,20.07
11511,"CIFARMA CIENTIFICA FARMACEUTICA LTDA",PREGNOLAN,"150MG/ML + 10MG/ML SOL INJ CT AMP VD AMB X 1ML","enantato de estradiol|algestona acetofenida",Similar,II,N,N,N,8.71
11520,"SANOFI-AVENTIS FARMACEUTICA LTDA","AMARYL MET XR","2 MG + 500 MG COM REV LIB PROL CT BL AL PLAS INC X 30","glimepirida|cloridrato de metformina",New,II,N,N,N,53.53
11521,"SANOFI-AVENTIS FARMACEUTICA LTDA","AMARYL MET XR","2 MG + 500 MG COM REV LIB PROL CT BL AL PLAS INC X 10","glimepirida|cloridrato de metformina",New,II,N,N,N,17.84
11524,"CIMED INDUSTRIA DE MEDICAMENTOS LTDA","ACETATO DE DEXAMETASONA","1.0 MG/G CREM DERM CT BG AL X 10 G","acetato de dexametasona",Generic,I,N,N,N,6.59
11528,"CIMED INDUSTRIA DE MEDICAMENTOS LTDA","MALEATO DE ENALAPRIL","10 MG COM CT STRIP AL X 30","maleato de enalapril",Generic,I,N,N,N,25.40
11531,"CIMED INDUSTRIA DE MEDICAMENTOS LTDA",NIMESULIDA,"50 MG/ML SUS OR CT FR PLAS OPC GOT X 15 ML",nimesulida,Generic,I,N,N,N,17.64
11533,"SANOFI-AVENTIS FARMACEUTICA LTDA",METRONIDAZOL,"400 MG COM REV BL AL PLAS INC X 24",metronidazol,Generic,I,N,N,N,12.10
11534,"CIMED INDUSTRIA DE MEDICAMENTOS LTDA",GLIMEPIRIDA,"2MG COM CT BL AL PLAS INC X 30",glimepirida,Generic,I,N,N,N,34.81
11557,"CIFARMA CIENTIFICA FARMACEUTICA LTDA",CLAVUTREX,"500 MG + 125 MG COM REV BL AL PLAS INC X 12","clavulanato de potassio|amoxicilina tri-Hidratada",Similar,II,N,N,N,44.79
11572,"SANOFI-AVENTIS FARMACEUTICA LTDA",FENITOINA,"100 MG COM CT BL AL PLAS LAR X 25",fenitoina,Generic,I,N,N,N,4.62
11573,"SANOFI-AVENTIS FARMACEUTICA LTDA",FENOBARBITAL,"100 MG COM CT BL AL PLAS INC X 20",fenobarbital,Generic,I,N,N,N,3.84
11577,"SANOFI-AVENTIS FARMACEUTICA LTDA",METRONIDAZOL,"100 MG/G GELE VAG CT BG PLAS OPC X 50 G + 10 APLIC",metronidazol,Generic,I,N,N,N,20.56
11579,"SANOFI-AVENTIS FARMACEUTICA LTDA",FRANOL,"3MG/ML + 2.4MG/ML XPE CT FR VD AMB X 60 ML","teofilina|sulfato de efedrina",Similar,II,N,N,N,5.85
11585,"CRISTALIA PRODUTOS QUIMICOS FARMACEUTICOS LTDA.",CETOPROFENO,"50 MG/ML SOL INJ IM CX 48 AMP VD AMB X 2 ML (EMB HOSP)",cetoprofeno,Generic,I,S,N,N,102.67
11590,"CRISTALIA PRODUTOS QUIMICOS FARMACEUTICOS LTDA.",DUOFLAM,"6.43 MG/ML + 2.63 MG/ML SUS INJ CT 1 AMP VD TRANS X 1 ML + SER","fosfato dissodico de betametasona|dipropionato de betametasona",Similar,II,N,N,N,16.21
11632,"SANOFI-AVENTIS FARMACEUTICA LTDA",FRANOL,"120MG + 15MG COM CT BL AL PLAS INC X 20","teofilina|sulfato de efedrina",Similar,II,N,N,N,5.27
11648,"BIOLUNIS INTERNACIONAL INDUSTRIA DE MEDICAMENTOS S.A.",OMEPRAZOL,"20 MG CAP GEL DURA CT BL AL/AL X 7",omeprazol,Generic,I,N,N,N,12.36
11651,"BIOLUNIS INTERNACIONAL INDUSTRIA DE MEDICAMENTOS S.A.",LISINOPRIL,"20 MG COM CT BL AL PLAS INC X 30",lisinopril,Generic,I,N,N,N,40.85
11652,"BIOLUNIS INTERNACIONAL INDUSTRIA DE MEDICAMENTOS S.A.",LISINOPRIL,"5 MG COM CT BL AL PLAS INC X 30",lisinopril,Generic,I,N,N,N,14.82
11659,"SANOFI-AVENTIS FARMACEUTICA LTDA",CETOCONAZOL,"200 MG COM CT BL AL PLAS INC X 10",cetoconazol,Generic,I,N,N,N,19.26
11663,"SANOFI-AVENTIS FARMACEUTICA LTDA",SULPAN,"1 MG + 25 MG CAP GEL DURA CT BL AL PLAS INC X 20",sulpirida|bromazepam,Similar,II,N,N,N,23.16
11668,"SANOFI-AVENTIS FARMACEUTICA LTDA",CETOPROFENO,"100 MG COM REV CT BL AL PLAS INC X 20",cetoprofeno,Generic,I,N,N,N,18.60
11669,"SANOFI-AVENTIS FARMACEUTICA LTDA","AMARYL MET","1 MG + 250 MG COM REV CT FR PLAS OPC X 60",metformina|glimepirida,New,II,N,N,N,49.88
11680,"CIMED INDUSTRIA DE MEDICAMENTOS LTDA",HIDROCLOROTIAZIDA,"25 MG COM CT BL AL PLAS TRANS X 30",hidroclorotiazida,Generic,I,N,N,N,5.05
11681,"CIMED INDUSTRIA DE MEDICAMENTOS LTDA",PIROXICAM,"20 MG CAP GEL DURA CT BL AL PLAS INC X 10",piroxicam,Generic,I,N,N,N,13.61
11686,"CIMED INDUSTRIA DE MEDICAMENTOS LTDA",CAPTOPRIL,"25 MG COM CT BL AL PLAS INC X 30",captopril,Generic,I,N,N,S,16.03
11687,"BIOLUNIS INTERNACIONAL INDUSTRIA DE MEDICAMENTOS S.A.",LOVASTATINA,"20 MG COM CT 2 BL AL PLAS INC X 14",lovastatina,Generic,I,N,S,S,31.21
11688,"BIOLUNIS INTERNACIONAL INDUSTRIA DE MEDICAMENTOS S.A.",LOVASTATINA,"20 MG COM CT 3 BL AL PLAS INC X 10",lovastatina,Generic,I,N,S,S,33.46
11692,"BIOLUNIS INTERNACIONAL INDUSTRIA DE MEDICAMENTOS S.A.",FUROSEMIDA,"40 MG COM CT BL AL PLAS BCO X 30",furosemida,Generic,I,N,N,N,6.81
11693,"BIOLUNIS INTERNACIONAL INDUSTRIA DE MEDICAMENTOS S.A.",OMEPRAZOL,"20 MG CAP GEL DURA CT 2 BL AL/AL X 7",omeprazol,Generic,I,N,N,N,23.59
11696,"CRISTALIA PRODUTOS QUIMICOS FARMACEUTICOS LTDA.",CLOR.LIDOCAINA,"2% GEL TOP CT BG AL X 30 G + APLIC","cloridrato de lidocaina",Generic,I,N,N,N,13.58
11703,"SANOFI-AVENTIS FARMACEUTICA LTDA",PERIODONTIL,"750.000 UI + 125 MG COM REV CT BL AL PVC X 20",metronidazol|espiramicina,New,II,N,N,N,61.23
11708,"SANOFI-AVENTIS FARMACEUTICA LTDA",FRANOL,"120MG + 15MG COM CT BL AL PLAS INC X 100","teofilina|sulfato de efedrina",Similar,II,N,N,N,24.37
11716,"CRISTALIA PRODUTOS QUIMICOS FARMACEUTICOS LTDA.",CAPTOPRIL,"12.5 MG COM CT BL AL PLAS INC X 30",captopril,Generic,I,N,N,N,13.23
11725,"CRISTALIA PRODUTOS QUIMICOS FARMACEUTICOS LTDA.","CLORIDRATO DE BETAXOLOL","5.0 MG/ML SOL OFT CT FR PLAS OPC GOT X 5 ML","cloridrato de betaxolol",Generic,I,N,N,N,13.04
11732,"BIOLUNIS INTERNACIONAL INDUSTRIA DE MEDICAMENTOS S.A.",OMEPRAZOL,"20 MG CAP GEL DURA CT 4 BL AL/AL X 7",omeprazol,Generic,I,N,N,N,45.69
11733,"BIOLUNIS INTERNACIONAL INDUSTRIA DE MEDICAMENTOS S.A.","CLORIDRATO DE CIPROFLOXACINO","500 MG COM REV CT BL AL PLAS INC X 14","cloridrato de ciprofloxacino monoidratado",Generic,I,N,N,S,65.16
11745,"SANOFI-AVENTIS FARMACEUTICA LTDA","PLAVIX PROTECT","75MG COM REV CT BL AL/AL X 7 + 100MG COM REV CT BL AL/AL X 7","acido acetilsalicilico|bissulfato de clopidogrel",New,II,N,N,N,67.40
11746,"SANOFI-AVENTIS FARMACEUTICA LTDA","CLORIDRATO DE METFORMINA","500 MG COM REV CT BL AL PLAS INC X 60","cloridrato de metformina",Generic,I,S,N,N,19.44
11747,"SANOFI-AVENTIS FARMACEUTICA LTDA","PLAVIX PROTECT","75MG COM REV CT BL AL/AL X 28 + 100MG COM REV CT BL AL/AL X 28","acido acetilsalicilico|bissulfato de clopidogrel",New,II,N,N,N,202.57
11748,"SANOFI-AVENTIS FARMACEUTICA LTDA","CLORIDRATO DE METFORMINA","500 MG COM REV CT BL AL PLAS INC X 30","cloridrato de metformina",Generic,I,N,N,N,9.75
11756,"SANOFI-AVENTIS FARMACEUTICA LTDA","PLAVIX PROTECT","75MG COM REV CT BL AL/AL X 14 + 100MG COM REV CT BL AL/AL X 14","acido acetilsalicilico|bissulfato de clopidogrel",New,II,N,N,N,106.00
11771,"CRISTALIA PRODUTOS QUIMICOS FARMACEUTICOS LTDA.",ETOMIDATO,"2 MG/ML SOL INJ CX 25 AMP VD INC X 10 ML (EMB HOSP)",etomidato,Generic,I,S,N,N,488.55
11773,"BIOLUNIS INTERNACIONAL INDUSTRIA DE MEDICAMENTOS S.A.",CAPTOPRIL,"50 MG COM CT 3 BL AL PLAS INC X 10",captopril,Generic,I,N,N,N,29.15
11785,"SANOFI-AVENTIS FARMACEUTICA LTDA","AMARYL MET","1 MG + 250 MG COM REV CT BL AL PLAS INC X 30",metformina|glimepirida,New,II,N,N,N,28.06
11786,"SANOFI-AVENTIS FARMACEUTICA LTDA","AMARYL MET","2 MG + 500 MG COM REV CT BL AL PLAS INC X 30",metformina|glimepirida,New,II,N,N,N,53.53
11789,"SANOFI-AVENTIS FARMACEUTICA LTDA",GLIBENCLAMIDA,"5 MG COM CT BL AL PLAS INC X 30",glibenclamida,Generic,I,N,N,N,7.80
11790,"SANOFI-AVENTIS FARMACEUTICA LTDA",GLIBENCLAMIDA,"5 MG COM CT BL AL PLAS INC X 60",glibenclamida,Generic,I,N,N,N,15.59
11791,"SANOFI-AVENTIS FARMACEUTICA LTDA",APROZIDE,"300 MG + 25 MG COM REV CT BL AL PLAS OPC X 30",irbesartana|hidroclorotiazida,New,II,N,N,N,102.43
11793,"SANOFI-AVENTIS FARMACEUTICA LTDA",APROZIDE,"300 MG + 12.5 MG COM REV CT BL AL PLAS INC X 14",irbesartana|hidroclorotiazida,New,II,N,N,N,52.48
11794,"SANOFI-AVENTIS FARMACEUTICA LTDA",APROZIDE,"150 MG + 12.5 MG COM REV CT BL AL PLAS INC X 28",irbesartana|hidroclorotiazida,New,II,N,N,N,95.49
11795,"SANOFI-AVENTIS FARMACEUTICA LTDA",APROZIDE,"300 MG + 12.5 MG COM REV CT BL AL PLAS INC X 28",irbesartana|hidroclorotiazida,New,II,N,N,N,95.49
11798,"SANOFI-AVENTIS FARMACEUTICA LTDA",APROZIDE,"150 MG + 12.5 MG COM REV CT BL AL PLAS OPC X 15",irbesartana|hidroclorotiazida,New,II,N,N,N,51.23
